eng_name,drama_num,kor_name,gender,birth,drama_cnt_naver,debut,play_actor,singer,actor_type_real,actor_type,,,child_actor
Dylan,1,박연재,0,26-Jul-02,Notfound,,0,0,,,,,
Lee Hyun Ho,1,이현호,0,04-Nov-98,Notfound,,1,0,,,,,
Kim Na Yun,1,김나윤,1,31-Jul-98,Notfound,,1,1,,,,,
Ki Do Hoon,2,기도훈,0,05-Apr-95,11,,0,0,"탤런트,모델","기도훈
탤런트, 모델",,,
Park In Hwan,1,박인환,0,06-Jan-45,73,,0,0,"탤런트,영화배우","박인환
탤런트, 영화배우",,,
Kim Kwang Gyu,2,김광규,0,08-Dec-67,57,,0,0,"영화배우,탤런트","김광규
영화배우, 탤런트",,,
Lee Bo Hee,2,이보희,1,25-May-59,47,,0,0,"조영숙탤런트,영화배우","이보희
조영숙
탤런트, 영화배우",,,
Hong Eun Hee,1,홍은희,1,17-Feb-80,27,,0,0,탤런트,"홍은희
탤런트",,,
Yoon Joo Sang,1,윤주상,0,25-Jun-49,67,,1,0,"연극배우,탤런트","윤주상
연극배우, 탤런트",,,
Jeon Hye Bin,6,전혜빈,1,27-Sep-83,38,,0,0,"탤런트,영화배우","전혜빈
탤런트, 영화배우",,,
Kim So Hyun,8,김소현,1,04-Jun-99,Notfound,,0,0,영화배우,"김소현
영화배우",,,
Won Tae Min,1,원,0,16-Sep-93,6,,0,0,어린이백과학생백과,"지식백과
어린이백과학생백과",,,
Song Jae Rim,7,송재림,0,18-Feb-85,20,,0,0,탤런트,"송재림
탤런트",,,
Cha Min Ji,1,차민지,1,29-Apr-90,17,,0,0,영화배우,"차민지
영화배우",,,
Hyun Woo,4,"현우
",0,18-Jan-85,Notfound,,0,0,정보없음,Notfound,,,
Lee Joo Young,2,이주영,1,14-Feb-92,Notfound,,0,0,영화배우,"이주영
Lee Joo Young
영화배우",,,
Moon Jung Hee,3,문정희,1,12-Jan-76,24,,0,0,"영화배우,뮤지컬배우","문정희
Moon Jeong Hee
영화배우, 뮤지컬배우",,,
Eum Moon Suk,1,음문석,0,07-Dec-82,10,,0,1,"가수,탤런트","음문석
가수, 탤런트",,,
Lee Re,2,"이레
",1,12-Mar-06,Notfound,,0,0,정보없음,Notfound,,,
Choi Kang Hee,6,최강희,1,05-May-77,34,,0,0,"탤런트,영화배우","최강희
탤런트, 영화배우",,,
Park Shin Hye,3,박신혜,1,18-Feb-90,28,2003,0,0,"탤런트,영화배우","박신혜
탤런트, 영화배우",,,1
Lee So Yeon,4,이소연,1,16-Apr-82,24,,0,0,"영화배우,탤런트","이소연
영화배우, 탤런트",,,
Choi Yeo Jin,5,최여진,1,27-Jul-83,47,,0,0,"탤런트,영화배우","최여진
탤런트, 영화배우",,,
Kyung Sung Hwan,1,경성환,0,02-Nov-84,3,,0,0,"景盛煥,영화배우,탤런트","경성환
景盛煥, Kyung Sung Hwan
영화배우, 탤런트",,,
Lee Sang Bo,1,이상보,0,21-Oct-81,10,,0,0,"탤런트,영화배우","이상보
탤런트, 영화배우",,,
Choi Yoo Hwa,3,최유화,1,10-Oct-85,13,,0,0,"영화배우,탤런트","최유화
영화배우, 탤런트",,,
Kim Young Ah,1,김영아,1,15-May-75,2,,0,0,"탤런트,모델","김영아
탤런트, 모델",,,
Shim Eun Woo,1,심은우,1,02-Jun-92,9,,0,0,영화배우,"심은우
Eun Woo Sim
영화배우",,,
Ryu Hwa Young,6,류화영,1,22-Apr-93,12,,0,0,탤런트,"류화영
Hwa Young Ryu
탤런트",,,
Ahn Jung Hun,1,안정훈,0,22-Sep-97,51,,0,0,"탤런트,영화배우","안정훈
탤런트, 영화배우",,,
Lee Joo Bin,1,이주빈,1,18-Sep-89,15,,0,0,탤런트,"이주빈
탤런트",,,
Lee Kyu Han,3,이규한,0,04-Aug-80,45,,0,0,"탤런트,영화배우","이규한
Lee Kyu Han
탤런트, 영화배우",,,
Hur Hyun Jun,1,허현준,0,09-Mar-00,Notfound,,0,0,정보없음,Notfound,,,
So Ju Yeon,4,소주연,1,31-Dec-93,11,,0,0,"탤런트,영화배우","소주연
탤런트, 영화배우",,,
Yeo Hoe Hyun,3,여회현,0,09-May-94,14,,0,0,"영화배우,탤런트","여회현
영화배우, 탤런트",,,
Han Se Jin,2,이세진,0,03-Apr-96,10,,0,0,이세진영화배우,"한세진
이세진
영화배우",,,
Ko Jae Hyun,1,고재현,0,22-Nov-94,Notfound,,0,0,대구공격수,"고재현NO.17
대구 FC
FW 공격수",,,
Steve Noh,1,스티브,0,19-Jul-90,Notfound,,0,1,,,,,
Lee Yi Kyung,7,이이경,0,08-Jan-89,48,,0,0,영화배우,"이이경
영화배우",,,
Shin Se Kyung,6,신세경,1,29-Jul-90,16,,0,0,"탤런트,영화배우","신세경
Sae Kyeong Shin
탤런트, 영화배우",,,
Park You Na,1,박유나,1,23-Dec-97,12,,0,0,탤런트,"박유나
Park Youna
탤런트",,,
Lee Sang,1,이상,0,17-Oct-95,Notfound,,0,0,정보없음,Notfound,,,
Kang In Soo,1,강인수,0,10-Mar-88,5,,0,1,"가수,탤런트","강인수
가수, 탤런트",,,
Kim Noh Jin,1,김노진,1,17-Oct-94,8,,0,0,영화배우,"김노진
영화배우",,,
Han Sung Yun,1,한성연,1,12-Jul-97,6,,0,0,탤런트,"한성연
탤런트",,,
Lee Han Ik,1,이한익,0,11-Apr-92,8,,0,0,뮤지컬배우,"이한익
뮤지컬배우",,,
Go Jun,3,"고준
",0,08-Dec-78,Notfound,,0,0,정보없음,Notfound,,,
Yoon Sun Woo,1,윤선우,0,07-Sep-85,13,,1,0,"탤런트,연극배우","윤선우
탤런트, 연극배우",,,
Cho Byeong Kyu,3,조병규,0,23-Apr-96,20,,0,0,탤런트,"조병규
탤런트",,,
Ahn Suk Hwan,1,안석환,0,01-Nov-59,74,,0,0,"탤런트,영화배우","안석환
탤런트, 영화배우",,,
Kim Sa Rang,2,김사랑,1,12-Jan-78,11,,0,0,"탤런트,미스코리아","김사랑
탤런트, 미스코리아",,,
Jung Man Shik,2,정만식,0,11-Dec-74,28,,1,0,"영화배우,연극배우","정만식
영화배우, 연극배우",,,
Jung Da Bin,2,정다빈,1,25-Apr-00,Notfound,,0,0,"영화배우,탤런트","정다빈
영화배우, 탤런트",,,
Noh Jong Hyun,2,노종현,0,16-Jan-93,Notfound,,0,0,탤런트,"노종현
탤런트",,,
Yoon Bo Mi,1,윤보미,1,13-Aug-93,28,,0,1,가수,"윤보미
가수",,,
Gong Min Jung,1,김민정,1,30-Sep-86,32,,0,0,"영화배우,탤런트","김민정
영화배우, 탤런트",,,
Uhm Ji Won,4,엄지원,1,25-Dec-77,17,,0,0,"영화배우,탤런트","엄지원
영화배우, 탤런트",,,
Choi Ri,3,"최리
",1,29-Jun-95,Notfound,,0,0,정보없음,Notfound,,,
Jung Woong In,6,정웅인,0,20-Jan-71,43,,0,0,"영화배우,탤런트","정웅인
영화배우, 탤런트",,,
Kwon Sang Woo,3,권상우,0,05-Aug-76,21,,0,0,"영화배우,탤런트","권상우
영화배우, 탤런트",,,
Bae Sung Woo,2,배성우,0,21-Nov-72,5,,1,0,"영화배우,연극배우","배성우
Seong Woo Bae
영화배우, 연극배우",,,
Jung Woo Sung,1,정우성,0,20-Mar-73,7,,0,0,"영화배우,탤런트","정우성
영화배우, 탤런트",,,
Kim Joo Hyun,3,김주현,1,10-Mar-87,Notfound,,0,0,"금융위원장,전준정부기관인","김주현
금융위원장, 전 준정부기관인",,,
Lee Jin Sol,1,이진솔,1,04-Dec-01,9,,0,1,가수,"이진솔
가수",,,
Kim Joon Kyung,1,김준경,0,17-Sep-90,6,,0,0,영화배우,"김준경
Junkyung Kim
영화배우",,,
Lee Seo Bin,1,이서빈,1,29-Apr-95,Notfound,,0,0,"미스코리아,탤런트","이서빈
미스코리아, 탤런트",,,
Jung Jay,1,정재호,0,11-Aug-90,Notfound,,0,0,"외무공무원,대학교수","정재호
외무공무원, 대학교수",,,
Eric Mun,3,"에릭
",0,16-Feb-79,Notfound,,0,0,정보없음,Notfound,,,
Bae Suzy,4,배수지,1,10-Oct-94,14,,0,1,"배수지가수,영화배우","수지
배수지
가수, 영화배우",,,
Tae Won Seok,2,태원석,0,10-Jun-89,9,,0,0,영화배우,"태원석
영화배우",,,
Go Ah Ra,5,고아라,1,11-Feb-90,12,,0,0,"탤런트,영화배우","고아라
탤런트, 영화배우",,,
Kim Jung Eun,3,김정은,1,04-Mar-76,Notfound,,0,0,북한정치인,"김정은
북한정치인",,,
Kim Dong Jun,4,김동준,0,11-Feb-92,27,,0,0,"金桐俊,탤런트,영화배우","김동준
金桐俊, DONG JUN KIM
탤런트, 영화배우",,,
Choi Chan Ho,1,최찬호,0,08-Jul-93,4,,0,0,탤런트,"최찬호
Choi Chan Ho
탤런트",,,
Baek Soo Min,1,백수민,1,15-Oct-93,2,,0,0,"영화배우,작가","백수민
영화배우, 작가",,,
Jung Yu Mi,2,정유미,1,18-Jan-83,12,,0,0,"영화배우,탤런트","정유미
영화배우, 탤런트",,,
Yoon Sang Hyun,5,윤상현,0,21-Sep-73,Notfound,,0,0,"尹相現,국회의원","윤상현
尹相現, Sang Hyun Yoon
국회의원",,,
Jeong Bo Seok,1,정보석,0,14-Jun-61,65,,0,0,"탤런트,영화배우","정보석
탤런트, 영화배우",,,
Jeon In Hwa,2,전인화,1,27-Oct-65,27,,0,0,"탤런트,영화배우","전인화
탤런트, 영화배우",,,
Cheon Seung Ho,1,천승호,0,14-Oct-96,4,,0,0,탤런트,"천승호
탤런트",,,
Yeon Je Hyung,1,연제형,0,12-Oct-95,12,,0,0,영화배우,"연제형
영화배우",,,
Oh Dong Min,1,오동민,0,01-Apr-86,17,,1,0,"吳東旼,영화배우,연극배우","오동민
吳東旼, Dong Min Oh
영화배우, 연극배우",,,
Shin Se Hwi,1,신세휘,1,03-Jun-97,5,,0,0,영화배우,"신세휘
영화배우",,,
Park Seung Ji,1,박승지,0,28-Aug-93,1,,0,0,모델,"박승지
Seung Ji Park
모델",,,
Lee Shi Kang,3,이시강,0,01-May-87,9,,0,1,"탤런트,가수","이시강
탤런트, 가수",,,
Uhm Hyun Kyung,6,엄현경,1,04-Nov-86,29,,0,0,탤런트,"엄현경
탤런트",,,
Park Bo Gum,5,박보검,0,16-Jun-93,16,,0,0,"영화배우,탤런트","박보검
영화배우, 탤런트",,,
Park So Dam,4,박소담,1,08-Sep-91,8,,0,0,영화배우,"박소담
So Dam Park
영화배우",,,
Kwon Hwa Woon,1,권화운,0,28-Jul-89,12,,1,0,"영화배우,연극배우","권화운
영화배우, 연극배우",,,
Yeon Jung Hoon,5,연정훈,0,06-Nov-78,27,,0,0,"탤런트,영화배우","연정훈
Jung Hoon Youn
탤런트, 영화배우",,,
Im Ju Eun,3,임주은,1,07-Jan-88,11,,0,0,탤런트,"임주은
Ju Eun Lim
탤런트",,,
Go Na Hee,1,고나희,1,17-Aug-09,8,,0,0,탤런트,"고나희
탤런트",,,
Lee Ruby,1,이루비,1,30-Oct-00,Notfound,,0,0,탤런트,"이루비
탤런트",,,
Kim Young Hoon,2,김영훈,0,08-Aug-97,3,,0,0,"영화제작자,연예기획자","김영훈
영화제작자, 연예기획자",,,
Song Geon Hee,1,송건희,0,16-Aug-97,9,,0,0,탤런트,"송건희
Geon Hee Song
탤런트",,,
Lee Da In,1,이다인,1,05-Nov-92,9,,0,0,탤런트,"이다인
탤런트",,,
Seola,1,김현정,1,24-Dec-94,Notfound,,0,1,김현정가수김현정가수김현정정당인김현정김현정피아니스트1978.김현정영화배우동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김현정
가수
김현정
가수
김현정
정당인
김현정
PD
김현정
피아니스트
1978.
김현정
영화배우
동명이인 노출기준
이 정보가 표시된 이유",,,
Song Chae Yun,1,송채윤,1,22-Sep-00,6,,0,0,탤런트,"송채윤
탤런트",,,
An So Jin,1,한가림,1,25-Oct-86,14,,0,0,"한가림영화배우,탤런트","안소진
한가림
영화배우, 탤런트",,,
Jung Young Ki,1,정영기,0,18-Oct-81,15,,0,0,영화배우,"정영기
영화배우",,,
Joo Bo Bi,1,주보비,1,12-Oct-89,4,,1,0,"영화배우,연극배우","주보비
영화배우, 연극배우",,,
Hwang Seung Eon,4,황승언,1,31-Oct-88,26,,0,0,"영화배우,탤런트","황승언
영화배우, 탤런트",,,
Choi Moo Sung,2,최무성,0,12-Jan-68,19,,1,0,"최명수영화배우,연극배우","최무성
최명수
영화배우, 연극배우",,,
Park Geon Il,1,박건일,0,05-Nov-87,16,,0,0,영화배우,"박건일
영화배우",,,
Hong Bi Ra,1,홍비라,1,14-Sep-96,5,,0,0,탤런트,"홍비라
탤런트",,,
Lee Hyun Yi,1,이현이,1,28-Jul-83,33,,0,0,"모델,방송인","이현이
모델, 방송인",,,
Son Se Bin,1,손세빈,1,27-May-89,9,,0,0,"탤런트,영화배우","손세빈
Son Se Bin
탤런트, 영화배우",,,
Kim Jung Young,1,김정영,1,27-Jul-72,19,,1,0,"연극배우,영화배우","김정영
연극배우, 영화배우",,,
Im Hwa Young,1,임화영,1,06-Oct-84,14,,0,0,"영화배우,탤런트","임화영
Hwa Young Lim
영화배우, 탤런트",,,
Shin So Yool,2,신소율,1,05-Aug-85,29,,0,0,영화배우,"신소율
영화배우",,,
Bae Soo Bin,4,배수빈,0,09-Dec-76,23,,0,0,"탤런트,영화배우","배수빈
탤런트, 영화배우",,,
Song Jong Ho,2,송종호,0,05-Oct-76,27,,0,0,"탤런트,모델","송종호
탤런트, 모델",,,
Kim Min Joon,1,김민준,0,24-Jul-76,28,,0,0,영화배우,"김민준
영화배우",,,
Hwang Jung Eum,6,황정음,1,25-Jan-85,25,,0,0,"탤런트,영화배우","황정음
탤런트, 영화배우",,,
Jo Woo Ri,2,조우리,1,29-Mar-92,14,,0,0,탤런트,"조우리
탤런트",,,
Lee Elijah,8,이엘리야,1,19-Feb-90,12,,0,0,탤런트,"이엘리야
탤런트",,,
Ahn Nae Sang,2,안내상,0,25-Dec-64,94,,0,0,"영화배우,탤런트","안내상
영화배우, 탤런트",,,
Yoo Da In,2,유다인,1,09-Feb-84,14,,0,0,영화배우,"유다인
영화배우",,,
Shim Yi Young,4,심이영,1,31-Jan-80,31,,0,0,"탤런트,영화배우","심이영
탤런트, 영화배우",,,
Choi Sung Jae,3,최성재,0,18-Jul-84,10,,0,0,탤런트,"최성재
탤런트",,,
Jin Ye Sol,2,진예솔,1,24-Sep-85,17,,0,0,탤런트,"진예솔
탤런트",,,
Won Ki Joon,1,원기준,0,12-Feb-74,23,,0,0,"탤런트,뮤지컬배우","원기준
탤런트, 뮤지컬배우",,,
Kim Do Yeon,1,김도연,1,04-Dec-99,10,,0,1,김도연가수김도연탤런트1991.김도연대학교수김도연아나운서김도연탤런트김도연쇼핑몰대표1990.동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김도연
가수
김도연
탤런트
1991.
김도연
대학교수
김도연
아나운서
김도연
탤런트
김도연
쇼핑몰대표
1990.
동명이인 노출기준
이 정보가 표시된 이유",,,0
Kim Min Kyu,1,김민규,0,12-Mar-01,18,,0,0,탤런트,"김민규
탤런트",,,
Do Sang Woo,3,도상우,0,25-Dec-87,15,,0,0,"탤런트,모델","도상우
탤런트, 모델",,,
Bae Noo Ri,2,배누리,1,04-Feb-93,23,,0,0,"탤런트,영화배우","배누리
탤런트, 영화배우",,,
Shin Jae Ha,3,신재하,0,02-Apr-93,19,,0,0,영화배우,"신재하
영화배우",,,
Won Mi Kyung,1,원미경,1,24-Apr-60,22,,0,0,탤런트,"원미경
탤런트",,,
Kang Ji Young,1,강지영,1,18-Jan-94,Notfound,,0,0,"탤런트,영화배우","강지영
탤런트, 영화배우",,,
Yoon Gyung Ho,1,윤경호,0,05-Jul-80,22,,0,0,영화배우,"윤경호
영화배우",,,
Han Gi Chan,1,한기찬,0,06-Sep-98,5,,0,0,탤런트,"한기찬
탤런트",,,
Kim Eung Soo,2,김응수,0,12-Feb-61,59,,0,0,영화배우,"김응수
영화배우",,,
Park Shi Hoo,5,박시후,0,03-Apr-78,16,,0,0,"朴施厚,탤런트,영화배우","박시후
朴施厚, Si Hoo Park
탤런트, 영화배우",,,
Sung Hyuk,2,홍성혁,0,02-Mar-84,14,,0,0,"탤런트,영화배우","성혁
탤런트, 영화배우",,,
Tae In Ho,1,태인호,0,02-May-80,20,,0,0,"박상연,영화배우","태인호
박상연, Tae In Ho
영화배우",,,
Park Ye Jin,1,박예진,1,01-Apr-81,21,,0,0,"탤런트,영화배우","박예진
Yejin Park
탤런트, 영화배우",,,
Jung So Ri,1,정소리,1,08-Aug-98,2,,0,0,영화배우,"정소리
So Ri Jeong
영화배우",,,
Park Joon Mok,1,박준목,0,10-Nov-00,Notfound,,0,0,"탤런트,모델","박준목
탤런트, 모델",,,
Kim Young,1,"김영
",0,,Notfound,,0,0,정보없음,Notfound,,,
Moon Bo Ryung,2,문보령,1,24-Jan-83,12,,0,0,"탤런트,뮤지컬배우","문보령
탤런트, 뮤지컬배우",,,
Hyun Jyu Ni,1,현쥬니,1,01-Aug-85,12,,0,1,"탤런트,가수","현쥬니
탤런트, 가수",,,
Lee Jae Hwang,3,이재황,0,26-Dec-76,18,,0,0,배우,"이재황
배우",,,
Kim Hyung Beom,1,김형범,0,02-Jan-75,41,,0,0,탤런트,"김형범
탤런트",,,
Kim Dong Hee,1,김동희,0,13-Jun-99,5,,0,0,탤런트,"김동희
탤런트",,,
Yoo In Young,5,유인영,1,05-Jan-84,28,,0,0,"영화배우,탤런트","유인영
영화배우, 탤런트",,,
Jin Se Yeon,6,진세연,1,15-Feb-94,18,,0,0,"탤런트,영화배우","진세연
탤런트, 영화배우",,,
Lee Jung Jin,2,이정진,0,25-May-78,28,,0,0,영화배우,"이정진
영화배우",,,
Jung Eun Chae,2,정은채,1,24-Nov-86,12,,0,0,"영화배우,탤런트","정은채
영화배우, 탤런트",,,
Lee Min Ho,2,이민호,0,22-Jun-87,16,,0,0,"탤런트,영화배우","이민호
탤런트, 영화배우",,,
Lee Shin Young,1,이신영,0,24-Jan-98,10,,0,0,탤런트,"이신영
탤런트",,,
Kim So Hye,3,김소혜,1,19-Jul-99,18,,0,1,"가수,탤런트","김소혜
가수, 탤런트",,,
Park Young Rin,2,박영린,1,24-Feb-84,22,,0,0,탤런트,"박영린
탤런트",,,
Go Se Won,3,고세원,0,13-Dec-77,33,,0,0,"영화배우,뮤지컬배우","고세원
Se Won Ko
영화배우, 뮤지컬배우",,,
Kang Tae Sung,2,강성민,0,23-Jul-79,26,,0,0,"탤런트,영화배우","강성민
탤런트, 영화배우",,,
Lee Chang Wook,4,이창욱,0,02-Jul-84,13,,1,0,"배우,연극제작자","이창욱
배우, 연극제작자",,,
Park Sun Ho,5,박선호,0,09-May-93,12,,0,0,탤런트,"박선호
탤런트",,,
Jo Dong Hyuk,2,조동혁,0,11-Dec-77,29,,0,0,"영화배우,탤런트","조동혁
영화배우, 탤런트",,,
Jung Hye In,2,정혜인,1,20-Sep-90,9,,0,0,"영화배우,탤런트","정혜인
영화배우, 탤런트",,,
Kim Min Sang,1,김민상,0,07-Feb-68,27,,1,0,"영화배우,연극배우","김민상
영화배우, 연극배우",,,
Ryu Deok Hwan,4,류덕환,0,12-Jun-87,16,,0,0,"영화배우,영화감독","류덕환
ClownRyu
영화배우, 영화감독",,,
Ahn Ji Ho,1,안지호,0,05-Jan-04,5,,0,0,영화배우,"안지호
영화배우",,,
Seo Woo Jin,1,서우진,0,23-Jul-15,Notfound,,0,0,탤런트,"서우진
Woo Jin Seo
탤런트",,,
Jo Min Soo,1,조민수,1,29-Jan-65,31,,0,0,"탤런트,영화배우","조민수
탤런트, 영화배우",,,
Park Seo Joon,6,박서준,0,16-Dec-88,20,,0,0,"탤런트,영화배우","박서준
탤런트, 영화배우",,,
Jung Yeon Joo,1,정연주,1,13-Feb-90,Notfound,,0,0,"영화배우,탤런트","정연주
영화배우, 탤런트",,,
Noh Kwang Shik,1,노광식,0,12-Jan-89,1,,0,0,"노광식,","더노드
노광식, The Nod
DJ",,,
Suho,3,"수호
",0,22-May-91,Notfound,,0,0,정보없음,Notfound,,,
Shim Eun Kyung,1,심은경,1,31-May-94,20,,0,0,"영화배우,탤런트","심은경
영화배우, 탤런트",,,
Lee Tae Hwan,3,이태환,0,21-Feb-95,19,,0,0,탤런트,"이태환
탤런트",,,
One,1,정제원,0,29-Mar-94,6,,0,1,"정제원가수,영화배우","ONE
정제원
가수, 영화배우",,,
Lee Chang Hoon,1,이창훈,0,28-Apr-80,Notfound,,0,0,"탤런트,영화배우","이창훈
탤런트, 영화배우",,,
Lee Sang Hee,2,이상희,1,08-Oct-83,Notfound,,0,0,"전장관,전국회의원","이상희
전 장관, 전 국회의원",,,
Jeon Sung Woo,1,전성우,0,30-Dec-87,10,,0,0,"뮤지컬배우,탤런트","전성우
뮤지컬배우, 탤런트",,,
Lee Si Eon,2,이시언,0,03-Jul-82,35,,0,0,"이보연영화배우,탤런트","이시언
이보연
영화배우, 탤런트",,,
Hyun Bin,3,"현빈
",0,25-Sep-82,12,2003,0,0,정보없음,Notfound,,,0
Min Jin Woong,1,민진웅,0,22-Aug-86,10,,0,0,영화배우,"민진웅
영화배우",,,
Kim Seul Gi,4,김슬기,1,10-Oct-91,27,,0,0,"탤런트,영화배우","김슬기
Seul Ki Kim
탤런트, 영화배우",,,
Ahn Jae Hyun,5,안재현,0,01-Jul-87,24,,0,0,"탤런트,모델","안재현
탤런트, 모델",,,
Gu Won,2,"구원
",0,05-Feb-88,Notfound,,0,0,정보없음,Notfound,,,
Heo Jung Min,2,허정민,0,11-Nov-82,33,,0,0,"허준혁탤런트,영화배우","허정민
허준혁
탤런트, 영화배우",,,
Chae Seo Jin,3,채서진,1,30-Apr-94,6,2006,0,0,영화배우,"채서진
영화배우",,,0
Kim Soo An,1,김수안,1,27-Jan-06,4,,0,0,영화배우,"김수안
영화배우",,,
Jo A Young,1,조아영,1,26-May-91,Notfound,,0,0,"영화배우,탤런트","조아영
Ayoung Jo
영화배우, 탤런트",,,
Jung Shin Hye,1,정신혜,1,11-Oct-94,12,,0,0,배우,"정신혜
배우",,,
Kim Hyung Suk,1,김형석,0,14-Feb-91,Notfound,,0,0,김형석대학교수1920.김형석작곡가1966.김형석탤런트1991.김형석의사1969.김형석영화배우김형석기업인동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김형석
대학교수
1920.
김형석
작곡가
1966.
김형석
탤런트
1991.
김형석
의사
1969.
김형석
영화배우
김형석
기업인
동명이인 노출기준
이 정보가 표시된 이유",,,
Kim Heung Soo,1,김흥수,0,19-May-83,16,,0,0,"탤런트,영화배우","김흥수
탤런트, 영화배우",,,
Oh Chae Yi,1,오채이,1,18-Jun-94,1,,0,0,탤런트,"오채이
Chae Yi Oh
탤런트",,,
Lee Hae Woo,2,이해우,0,09-Jul-87,6,,0,0,영화배우,"이해우
영화배우",,,
Oh Ji Ho,6,오지호,0,14-Apr-76,35,,0,0,"탤런트,영화배우","오지호
Ji Ho Oh
탤런트, 영화배우",,,
Youn Yuh Jung,2,윤여정,1,19-Jun-47,71,,0,0,"탤런트,영화배우","윤여정
탤런트, 영화배우",,,
Song Won Seok,4,송원석,0,16-Dec-88,Notfound,,0,0,모델,"송원석
모델",,,
Moon Geun Young,2,문근영,1,06-May-87,Notfound,,0,0,"탤런트,영화배우","문근영
탤런트, 영화배우",,,
Kim Kwon,2,"김권
",0,16-May-89,Notfound,,0,0,정보없음,Notfound,,,
Yang Se Jong,4,양세종,0,23-Dec-92,8,,0,0,탤런트,"양세종
탤런트",,,
Lee Na Eun,2,이나은,1,05-May-99,10,,0,0,탤런트,"이나은
탤런트",,,
Jo Yoon Hee,3,조윤희,1,13-Oct-82,26,,0,0,"탤런트,영화배우","조윤희
탤런트, 영화배우",,,
Jang Hyun Sung,2,장현성,0,17-Jul-70,57,,0,0,"탤런트,영화배우","장현성
탤런트, 영화배우",,,
Choi Gwi Hwa,2,최귀화,0,03-Mar-78,16,,0,0,영화배우,"최귀화
영화배우",,,
Kim Tae Hoon,4,김태훈,0,26-May-75,Notfound,,0,0,김태훈야구선수1992.김태훈영화배우김태훈팝칼럼니스트김태훈야구선수1990.김태훈야구선수1996.김태훈검사동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
김태훈
야구선수
1992.
김태훈
영화배우
김태훈
팝칼럼니스트
김태훈
야구선수
1990.
김태훈
야구선수
1996.
김태훈
검사
동명이인 노출기준
이 정보가 표시된 이유",,,
Jang Mi Hee,3,장미희,1,27-Jan-58,21,,0,0,"영화배우,탤런트","장미희
영화배우, 탤런트",,,
Park Hee Bon,2,박희본,1,11-May-83,27,,0,0,"영화배우,탤런트","박희본
Hee Von Park
영화배우, 탤런트",,,
Gong Hyo Jin,3,공효진,1,04-Apr-80,15,,0,0,"영화배우,탤런트","공효진
영화배우, 탤런트",,,
Jang Dong Gun,4,장동건,0,07-Mar-72,18,,0,0,"영화배우,탤런트","장동건
영화배우, 탤런트",,,
Bae Jong Ok,4,배종옥,1,13-May-64,60,,0,0,"탤런트,영화배우","배종옥
탤런트, 영화배우",,,
Kang Dae Hyun,1,강대현,0,26-May-87,Notfound,,0,0,화제인물,"강대현
화제인물",,,
Kim Da Ye,1,김다예,1,24-Sep-90,Notfound,,0,0,화제인물,"김다예
화제인물",,,
Lee Ho Won,3,이호원,0,28-Mar-91,11,,0,1,"호야가수,탤런트","이호원
호야
가수, 탤런트",,,
Ahn Jae Hong,2,안재홍,0,31-Mar-86,10,,0,0,영화배우,"안재홍
영화배우",,,
Lee Seol,2,"이설
",1,13-Apr-93,9,2016,0,0,정보없음,Notfound,,,0
Hong Ji Yoon,2,홍지윤,1,03-Mar-91,10,,0,1,가수,"홍지윤
Hong Ji Yun
가수",,,
Jung Young Joo,1,정영주,1,23-May-71,19,,0,0,"뮤지컬배우,영화배우","정영주
Young Ju Jeong
뮤지컬배우, 영화배우",,,
Han Ji Hye,2,한지혜,1,29-Jun-84,21,,0,0,"이지혜탤런트,영화배우","한지혜
이지혜
탤런트, 영화배우",,,
Oh Ji Eun,3,오지은,1,30-Dec-81,15,,0,0,"영화배우,탤런트","오지은
영화배우, 탤런트",,,
Choi Kyu Jin,1,최규진,0,12-Mar-96,Notfound,,0,0,최규진탤런트1996.최규진기자최규진의사최규진기초의원1986.최규진영화배우1996.최규진이종격투기선수1989.최규진레슬링선수1985.최규진대학교수1970.최규진스포츠기관단체인1962.최규진영화배우최규진일러스트레이터1979.다음동명이인노출기준이정보가표시된이유,"같은 이름 다른 인물
최규진
탤런트
1996.
최규진
기자
최규진
의사
최규진
기초의원
1986.
최규진
영화배우
1996.
최규진
이종격투기선수
1989.
최규진
레슬링선수
1985.
최규진
대학교수
1970.
최규진
스포츠기관단체인
1962.
최규진
영화배우
최규진
일러스트레이터
1979.
다음
동명이인 노출기준
이 정보가 표시된 이유",,,
Lee Ki Woo,5,이기우,0,23-Oct-81,30,2002,0,0,"영화배우,탤런트","이기우
Ki Woo Lee
영화배우, 탤런트",,,0
Park Shi Eun,2,박시은,1,06-Jan-80,Notfound,,0,0,"탤런트,영화배우","박시은
탤런트, 영화배우",,,
Kim Ho Jin,1,김호진,0,05-May-70,37,,0,0,"탤런트,영화배우","김호진
탤런트, 영화배우",,,
