eng_name,drama_num,kor_name,gender,birth,drama_cnt_naver,debut,play_actor,singer,child_actor
Hong Yo Sub,1,홍요섭,0.0,1986-12-07,32,,,,
Seo Joon Young,1,서준영,0.0,1986-12-07,24,,,,
Jung Jin Woon,1,정진운,0.0,1986-12-07,42,,,,
Lee Joo Hyung,1,이주형,0.0,1986-12-07,Notfound,,,,
Seo In Young,1,서인영,1.0,1986-12-07,30,,,,
Seo Ha Joon,1,서하준,0.0,1986-12-07,10,,,,
Park Soon Chun,1,박순천,1.0,1986-12-07,45,,,,
Song Il Gook,1,송일국,0.0,1986-12-07,21,,,,
Jung Yoon Suk,1,정윤석,0.0,1986-12-07,22,,,,
Yoo Ji In,1,유지인,1.0,1986-12-07,32,,,,
Kang Min Kyung,1,강민경,1.0,1986-12-07,7,,,,
Jung Chan,1,"정찬
",0.0,1986-12-07,Notfound,,,,
Cho Hye Jung,2,조혜정,1.0,1986-12-07,10,,,,
Choi Phillip,1,최필립,0.0,1986-12-07,33,,,,
Song Won Geun,1,송원근,0.0,1986-12-07,6,,,,
Yoo Ho Rin,1,유호린,1.0,1986-12-07,11,,,,
Seo Yi Ahn,1,서이안,1.0,1986-12-07,9,,,,
Choi Jong Hoon,1,최종훈,0.0,1986-12-07,10,,,,
Park Doo Shik,1,박두식,0.0,1986-12-07,12,,,,
Han Chae Ah,1,한채아,1.0,1986-12-07,20,,,,
Im Seul Ong,2,임슬옹,0.0,1986-12-07,16,,,,
Kim Suk Hoon,1,김석훈,0.0,1986-12-07,21,,,,
Choi Ye Seul,1,최예슬,1.0,1986-12-07,3,,,,
Son Chang Min,1,손창민,0.0,1986-12-07,43,,,,
Seo Yoon Ah,1,서윤아,1.0,1986-12-07,20,,,,
Rocky,1,박민혁,0.0,1986-12-07,Notfound,,,,
MJ,1,김명준,0.0,1986-12-07,Notfound,,,,
Moon Bin,1,"문빈
",0.0,1986-12-07,Notfound,,,,
Jin Jin,1,박진우,0.0,1986-12-07,Notfound,,,,
Park Jeong Hwa,1,박정화,1.0,1986-12-07,8,,,,
Park Eun Seok,1,박은석,0.0,1986-12-07,17,,,,
Kim Jung Seok,1,김정석,0.0,1986-12-07,Notfound,,,,
Jung Il Hoon,1,정일훈,0.0,1986-12-07,9,,,,
Go Hyun,1,"고현
",0.0,1986-12-07,Notfound,,,,
Lee Chul Woo,1,이철우,0.0,1986-12-07,Notfound,,,,
Lee Bum Soo,1,이범수,0.0,1986-12-07,16,1990.0,,0.0,0.0
Shim Chang Min,1,심창민,0.0,1986-12-07,4,2003.0,,1.0,0.0
Kim Seung Woo,1,김승우,0.0,1986-12-07,26,,,,
Son Dam Bi,1,손담비,1.0,1986-12-07,21,1997.0,,1.0,0.0
Choo Soo Hyun,1,추수현,1.0,1986-12-07,7,2014.0,,0.0,0.0
Kim Hye Ri,1,김혜리,1.0,1986-12-07,29,1988.0,,0.0,0.0
Hwang Woo Seul Hye,1,황우슬,1.0,1986-12-07,14,2008.0,,0.0,0.0
Hwang Dong Joo,1,황동주,0.0,1986-12-07,28,1996.0,,0.0,0.0
Yun Woon Kyung,1,연운경,1.0,1986-12-07,31,1972.0,,0.0,0.0
Jeon Won Joo,1,전원주,1.0,1986-12-07,34,1960.0,,0.0,0.0
Heo Jin,1,"허진
",1.0,1986-12-07,24,1971.0,,0.0,0.0
Nam Neung Mi,1,남능미,1.0,1986-12-07,40,1967.0,,0.0,0.0
Baek Soo Ryun,1,백수련,1.0,1986-12-07,11,1958.0,,0.0,0.0
Kim Hye Ok,1,김혜옥,1.0,1986-12-07,69,1978.0,,0.0,0.0
Kim Min Kyung,1,김민경,1.0,1986-12-07,25,,,,
Yoon Jong Hwa,1,윤종화,0.0,1986-12-07,18,2005.0,,0.0,0.0
Jang Ji Eun,1,장지은,1.0,1986-12-07,13,2008.0,,0.0,0.0
Kim Min Ji,1,김민지,1.0,1986-12-07,14,2008.0,,0.0,0.0
Kim Yoo Suk,1,김유석,0.0,1986-12-07,26,1998.0,,0.0,0.0
Ahn Jae Min,1,안재민,0.0,1986-12-07,17,2003.0,,1.0,0.0
Baek Seung Hee,1,백승희,1.0,1986-12-07,21,2007.0,,0.0,0.0
Wang Ji Won,1,왕지원,1.0,1986-12-07,13,2012.0,,0.0,0.0
Yoo Byung Jae,1,유병재,0.0,1986-12-07,40,2011.0,,1.0,0.0
Kim Chang Hwan,1,김창환,0.0,1986-12-07,20,1992.0,,0.0,0.0
Jung Yoon Hak,1,정윤학,0.0,1986-12-07,4,2007.0,,1.0,0.0
Jung Joon Young,1,정준영,0.0,1986-12-07,11,2010.0,,1.0,0.0
Terada Takuya,1,,,1986-12-07,6,2009.0,,1.0,0.0
Park Yoo Chun,1,박유천,0.0,1986-12-07,8,2003.0,,1.0,0.0
Yoo Ho Jung,1,유호정,1.0,1986-12-07,28,1991.0,,0.0,0.0
Jang Shin Young,1,장신영,1.0,1986-12-07,26,2001.0,,0.0,0.0
Min Hyo Rin,1,민효린,1.0,1986-12-07,8,2006.0,,0.0,0.0
Yoon Hee Seok,1,윤희석,0.0,1986-12-07,32,1998.0,,0.0,0.0
Yoon Son Ha,1,윤손하,1.0,1986-12-07,28,1994.0,,0.0,0.0
Park Tam Hee,1,박탐희,1.0,1986-12-07,20,1998.0,,0.0,0.0
Kim Bo Yun,1,김보윤,1.0,1986-12-07,7,2013.0,,0.0,1.0
Shin Min Soo,1,신민수,0.0,1986-12-07,4,2010.0,,0.0,0.0
