Unnamed: 0,drama_name,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,time_per_ep,synopsis,actor_list,kor_title
442,Navillera,Netflix tvN,['Han Dong Hwa'],['Lee Eun Mi'],2021-03-22,2021-04-27,"Monday, Tuesday",2021,12,325.0,"A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.Shim Deok Chool has had a life long dreaming of performing ballet. He is 70-years-old and retired from his job as a post office employee. Due to life situations, he put aside his dream of becoming a ballet dancer and worked a normal job to support his family. Now, Shim Deok Chool makes the decision to pursue his dream again. His family, including his wife and adult children, are not happy with his decision, but Shim Deok Chool does not waver in pursuing his life long dream. He joins a ballet company to learn ballet. There, he meets Lee Chae Rok.Lee Chae Rok is a 23-year-old man. While growing up, he played different sports like baseball, swimming, and soccer, but he wasn't talented in any of those activities. He then became interested in ballet. His mother was a ballet dancer, but she died from a disease when Lee Chae Rok was young. His father later went bankrupt. Lee Chae Rok learned that he has a talent for ballet, but, after pursuing ballet, he barely has contact with his father and he has a hard time supporting himself financially. Going through hard times, his desire for ballet fades away. At this time, Sim Deok Chool appears in front of him.(Source: Netflix, AsianWiki)~~ Adapted from the webtoon ""Navillera” (나빌레라) written by Hun and illustrated by Ji Min.","['Park In Hwan', 'Song Kang']",나빌레라
443,Somehow Family,TV Chosun,,,2021-03-21,2021-06-06,Sunday,2021,12,300.0,"The story of a married couple, Sung Dong Il and Jin Hee Kyung, who run a boarding house near the airport and live with various people who work at the airport.(Source: HanCinema) ","['Kim Kwang Gyu', 'Sung Dong Il', 'Jin Hee Kyung']",어쩌다 가족
444,"Yum Yum, How Tasty! 2",,,,2021-03-19,2021-04-16,Friday,2021,5,120.0,,"['Jung Soo Han', 'Choi Eun Ji']",요로코롬냠냠 2
445,Recipe for Youth,,,,"Mar 14, 2021","Mar 14, 2021",Sunday,2021,10,60.0,"Jeon Seong Ki works as a dating coach who is a professional at creating scandals. Cha Soo Bin is an entertainment reporter who disguises herself as a rookie actress. She pretends to need help on her road to stardom but is actually looking for juicy scoops. However, the process leads to Jeon Seong Ki finding true love.","['Mun Ka Young', 'Kim Hee Chul']",청춘 레시피
446,Revolutionary Sisters,KBS2,['Lee Jin Seo'],['Moon Young Nam'],2021-03-13,2021-09-18,"Saturday, Sunday",2021,50,84.0,"While in the process of filing for a divorce, a mother is murdered. All of her immediate family members are potential suspects.Lee Cheol Soo is the father of three daughters. Lee Cheol Soo is strict when it comes to rules and principles. He doesn't get along with his adult age daughters.Lee Kwang Nam is the oldest daughter. She is proud of herself and also selfish. She has received unconditional love from her mother, which led to her dislike of her father. Her father has put her mother through so much suffering.Lee Kwang Shik is the second oldest daughter. She works as a public officer. Lee Kwang Shik is smart and principled. She hasn't received a lot of love from her parents, but she is considerate of other people.Lee Kwang Tae is the youngest daughter. She is good at martial arts. Lee Kwang Tae has never held a full-time job and she has supported herself by working part-time jobs. She isn't interested in marriage.Han Ye Seul is Lee Kwang Shik's lover. He is an aspiring singer who dropped out of high school and moved to Seoul to follow his childhood dream of becoming a star. He is both manly and emotional at the same time, and his singing and guitar abilities—along with his sense of humor—add to his charm.(Source: AsianWiki, Naver, Soompi)","['Go Won Hee', 'Lee Bo Hee', 'Hong Eun Hee', 'Kim Kyung Nam', 'Yoon Joo Sang', 'Jeon Hye Bin']",오케이 광자매
447,Secret Friend,,,,2021-03-12,2021-04-10,,2021,10,24.0,,,비밀친구
448,Love Alarm Season 2,Netflix,"['Kim Jin Woo', 'Lee Na Jung', 'Park Yoo Young']","['Lee Ah Yeon', 'Seo Bo Ra']","Mar 12, 2021","Mar 12, 2021",Friday,2021,6,570.0,"Longing for resounding proof of her feelings, Kim Jo Jo sets out to uninstall the shield and make the app ring for her one true love.(Source: Netflix) ","['Jung Ga Ram', 'Song Kang', 'Kim So Hyun']",좋아하면 울리는 2
449,Mouse,tvN,"['Choi Joon Bae', 'Kang Cheol Woo']",['Choi Ran'],2021-03-03,2021-05-19,"Wednesday, Thursday",2021,20,225.0,"A suspenseful story that asks the key question, “What if we could identify psychopaths in advance?” A crazed serial killer’s ruthless murders have left the entire nation gripped with fear, and chaos reigns. Justice-seeking rookie police officer, Jung Ba Reum, comes face to face with the killer. While he survives his dangerous encounter with the psychopath, Jung Ba Reum finds his life completely changing before his eyes.(Source: MyDramaList) ","['Kyung Soo Jin', 'Park Ju Hyun', 'Lee Seung Gi', 'Lee Hee Joon']",마우스
450,You Make Me Dance,Viki,['So Joon Moon'],,2021-02-26,2021-03-19,Friday,2021,8,105.0,"Song Shi On is a university student who is majoring in contemporary dance. After a major row, he has been thrown out of the family home and is left with an emotional wound. He decides to pursue his ambition and ends up sharing a rooftop apartment with Jin Hong Seok. This cold, attentive man works as a debt collector for the lending firm Chachacha Capital and has abandoned his dream of becoming a pianist. As the duo forms a close bond, the affection of CEO Cha Soo Ryeon and the jealousy of senior student Jung Hun threaten to derail their fledgling love story.(Source: allekseu at MyDramaList)","['Won Tae Min', 'Choo Young Woo']",유메이크미댄스
451,Must You Go?,,['Lim Jae Kyung'],"['Park Sun Jae', 'Eo Seo Jin']",2021-02-26,2021-03-19,Friday,2021,8,225.0,"Min Yoo Jung is a 25-year-old woman who dreams of becoming a successful pop musician. But her musical dreams are a long way from coming true – and she spends her evenings busking on the streets. Life takes a turn for the weird when Park Yeon, a talented musician from the past is transported from the Joseon Dynasty (1392-1910) to the present day, where he meets Min Yoo Jung and indicates he is ready to help her on her musical quest. However, he is not the only time-traveling visitor to drop in on her: A gifted vocalist by the name of Lee Won also travels from the distant past and makes her acquaintance. And things get even more complicated when Jung Do Young  – an entertainment industry professional – uses her own powers to connect with the past to learn of Park Yeon’s secrets…(Source: Viki)~~ Adapted from the webtoon ""It's Thorny"" (가시리잇고) by Park Sun Jae (박선재) and Ra Hee (라희).","['Park Jung Yeon', 'Chani', 'Lee Seung Hyub', 'Kwon Ji Eun']",가시리잇고
452,How to Be Thirty,Daum Kakao TV Viki,['Oh Ki Hwan'],,2021-02-23,2021-04-13,"Tuesday, Saturday",2021,15,80.0,"Follows the lives of three friends in their thirties.Seo Ji Won is a budding web-based cartoon author who decides to devote her undivided attention to her craft – forsaking love in favor of her career. And her decision pays off. By the time she is 25, she is a published author. Now, aged 30, she has become a well-recognized writer with scores of devoted readers. But turning her back on romance turns out to be harder than she first thought when Lee Seung Yoo, her first love from her middle school days, returns to the scene to turn her world upside down.And things get more complicated when the film director Cha Do Hoon – who has been charged with adapting Seo Ji Won’s web-based series for the screen – confides in her and appears keen to strike up a close friendship. At the same time, her friends Lee Ran Joo, who works as a radio announcer, and Hong Ah Young, who runs a cafe, are also facing hard times. One day, Hong Ah Young's ex-boyfriend who hurt her in the past appears in front of her once again. Meanwhile, Hyeong Joon Young, who had a one-night stand with Lee Ran Joo and now has feelings for her, works part-time at Hong Ah Young's cafe.(Source: Viki, AsianWiki)~~ Adapted from the webtoon ""Born in 85"" (85년생) by Hye Won (혜원).","['Kang Min Hyuk', 'Song Jae Rim', 'Ahn Hee Yeon', 'Baek Sung Chul', 'Cha Min Ji', 'Jung In Sun']",아직 낫서른
453,"Breakup Probation, A Week",SBS,,,2021-02-22,2021-02-26,Monday,2021,10,180.0,"Completely in love, Park Ga Ram and Kim Seon Jae were eagerly counting down the days to their wedding. But before either of them could say their vows, tragedy struck. Involved in a horrendous traffic accident, Seon Jae was gravely injured and Ga Ram didn’t survive. Left in a coma, Seon Jae had no way of knowing that he was now fighting for his life alone.Awaking from the accident to find herself in a place unlike any she had ever visited before, Ga Ram is approached by a stranger known only as X. Offering her a chance to save Seon Jae’s life, Ga Ram is eager to accept, but the generous offer comes with a catch. In order to save her beloved’s life, Ga Ram will be granted the chance to relive her last week on Earth, but during that time, she must break up with Seon Jae.Agreeing to the terms of the deal, Ga Ram returns to Seon Jae but soon realizes that breaking things off with him is going to be much more difficult than she could have possibly imagined. Will she be able to find a way to break up with him before it’s too late?(Source: Viki)","['Hyun Woo', 'Kwon Yu Ri']","이별유예, 일주일"
454,I Know Because I've Tried It,,,,2021-02-21,2021-04-06,,2021,6,60.0,,['Kim Geon Ha'],내가 해봐서 아는데
455,Times,OCN,['Yoon Jong Ho'],"['Lee Sae Bom', 'Ahn Hye Jin']",2021-02-20,2021-03-28,"Saturday, Sunday",2021,12,300.0,"A passionate reporter with exceptional talent, Lee Jin Woo has dedicated his entire career to pursuing nothing but the truth. Committed to telling the whole story, Jin Woo will do whatever it takes to find and report the hard facts. A hard-working man with a nose for news, Jin Woo’s life takes an unexpected turn when a mysterious phone call connects him with Seo Jung In, a woman who claims to be living five years in the future.A hard-nosed reporter with a burning passion for her work, Seo Jung In has a knack for finding the best stories. But sometimes digging deep uncovers some nasty truths. Following a string of leads, Jung In uncovers a dark plot that could shake the very foundations of the country. With the life of her father, South Korea’s President, Seo Ki Tae on the line, Jung In finds herself in a deadly race against time. But she’s not in this race alone. Mysteriously connected by phone to Lee Jin Woo, the two agree to join forces to save the president.Living and working in two completely different times, Jin Woo and Jung In set out on a dangerous quest for the truth. But will they be able to stop the villainous masterminds plotting this heinous crime before it’s too late?(Source: Viki)","['Lee Seo Jin', 'Kim Yeong Cheol', 'Lee Joo Young', 'Moon Jung Hee']",타임즈
456,Vincenzo,Netflix tvN,['Kim Hee Won'],['Park Jae Bum'],2021-02-20,2021-05-02,"Saturday, Sunday",2021,20,255.0,"At the age of eight, Park Joo Hyeong left for Italy after being adopted. Now an adult, he is known as Vincenzo Cassano and employed by a Mafia family as a consigliere. Due to warring Mafia factions, he flies to South Korea where he gets involved with lawyer Hong Cha Young. She is the type of attorney who will do anything to win a case. Now back in his motherland, he gives an unrivalled conglomerate a taste of his own medicine—with a side of his own version of justice.(Source: Netflix, AsianWiki)","['Song Joong Ki', 'Jeon Yeo Been', 'Ok Taec Yeon']",빈센조
457,The Penthouse Season 2: War in Life,SBS,['Joo Dong Min'],['Kim Soon Ok'],2021-02-19,2021-04-02,"Friday, Saturday",2021,13,346.0,"After successfully framing Oh Yoon Hee, Cheon Seo Jin and Joo Dan Tae decided to get married. Their engagement party is interrupted by Oh Yoon Hee and Ha Yoon Cheol, who has just come back from the United States. As the secrets unveil, the relationships among the people at Hera Palace are entangled, yet another mysterious figure appears and confronts them.(Source: Wikipedia) ","['Kim So Yeon', 'Lee Ji Ah', 'Eugene']",펜트하우스2
458,Beyond Evil,jTBC,['Shim Na Yeon'],['Kim Soo Jin'],2021-02-19,2021-04-10,"Friday, Saturday",2021,16,244.0,"Meet the two fearless men willing to go to extreme lengths in their pursuit of a serial killer that has shaken up their quiet city: Lee Dong Sik, a once capable detective, is now demoted to perform menial tasks at the Manyang Police Substation. Just as he is beginning to settle into a peaceful life, his new superior, Detective Han Joo Won, is transferred in. Joo Won is an elite detective whose father is the star candidate for the National Police Agency’s next chief. Despite his admirable qualities and high social standing, Joo Won harbors a long-held secret.When a string of gruesome killings occurs, a pattern takes shape that is oddly reminiscent of some cold serial-murder cases from 20 years prior. Dong Sik and Joo Won team up, vowing to stop this vicious culprit in his tracks. As their investigation proceeds, they are forced to look far deeper than what the evidence suggests, questioning the culpability of all those surrounding the case, including their own.(Source: Kdramapal)","['Kim Shin Rok', 'Shin Ha Kyun', 'Choi Dae Hoon', 'Yeo Jin Goo', 'Choi Sung Eun']",괴물
459,The Girls Double Life,,,,2021-02-18,2021-04-08,Friday,2021,8,188.0,A girl who lies the biggest lie of her life to protect her first loveA boy who doesn't recognize her like that of her and waits for the day when she will become an idol of her own dream.What is this unfamiliar feeling that rises between the two as they solve an unexpected crisis together?Love is the story of us who are still clumsy.(Source: PocketTV) ,"['Lee Hye In', 'Bae Min Jun']",남다른걸
460,Re: Search,,,,2021-02-18,2021-04-01,Thursday,2021,7,86.0,,['Son Jung Hun'],경로를이탈하여재검색합니다
461,"Hello, Me!",KBS2 Netflix,['Lee Hyun Suk'],['Yoo Song Yi'],2021-02-17,2021-04-08,"Wednesday, Thursday",2021,16,262.0,"Miserable and unsuccessful, Ban Ha Ni, a single 37-year-old woman who is generally servile and timid, thinks she's lost all her spark. Holding only a temporary position at her work, she’s fearful of being let go at any moment, and considering her current lack of security, she also does not want to remain single. She lives her life like that going about it day by day, until one day, her spunky younger self appears in front of her demanding change. Her 17-year-old version of herself travels from the past to meet her current self, and the 17-year-old Ha Ni is nothing like the current 37-year-old Ha Ni. Bright and optimistic, she's the complete opposite of what Ha Ni is like today. (Source: Netflix, AsianWiki; MyDramaList)","['Kim Young Kwang', 'Eum Moon Suk', 'Lee Re', 'Choi Kang Hee']",안녕? 나야!
462,Sisyphus: The Myth,jTBC Netflix,['Jin Hyeok'],"['Jeon Chan Ho', 'Lee Je In']",2021-02-17,2021-04-08,"Wednesday, Thursday",2021,16,262.0,"An unfathomable incident introduces a genius engineer to dangerous secrets of the world — and to a woman from the future who's come looking for him.Han Tae Sul, a co-founder of Quantum and Time, is a genius engineer with the highest level of coding skills and outstanding looks that outweighs his engineer fashion sense. Due to his innovative achievements, Quantum and Time is a world-class company, dubbed as ""The Miracle of South Korea's Engineering Industry."" In reality, Tae Sul has constantly caused his company's stocks to fluctuate after his brother's death ten years ago. One day, he witnesses something unbelievable. To reach the truth, he sets off on a dangerous journey.Kang Seo Hae is a survivor of a future dystopian world. With the survival skills that she's learned from living amongst gangsters and warlords, she travels back to save Han Tae Sul. (Source: Netflix, Newsen)","['Kim Byung Chul', 'Cho Seung Woo', 'Park Shin Hye']",시지프스: The Myth
463,Miss Monte-Cristo,KBS2,['Park Gi Ho'],['Jung Hye Won'],2021-02-15,2021-07-02,"Monday, Tuesday, Wednesday, Thursday, Friday",2021,100,21.0,"Eun Jo, Ha Ra, and Se Rin used to be best friends when they were still young and innocent. However, their pure friendship vanished as they grew up. Ha Ra coveted Eun Jo’s lover, while Se Rin envied Eun Jo’s exceptional talent. In the end, they drove Eun Jo to death out of misplaced greed and desire.Eun Jo returns as a heartless woman to take revenge on the people whom she once thought were her true friends.(Source: Viki)~~ Adapted from the novel “The Count of Monte Cristo” by Alexandre Dumas.","['Lee So Yeon', 'Choi Yeo Jin', 'Kyung Sung Hwan', 'Lee Sang Bo']",미스 몬테크리스토
464,River Where the Moon Rises,KBS2 Viki ViuTV,['Yoon Sang Ho'],['Han Ji Hoon'],2021-02-15,2021-04-20,"Monday, Tuesday",2021,20,195.0,"Born a princess and raised a soldier, Pyeong Gang is a woman with big dreams and limitless ambition. Determined to become the first Empress of Goguryeo, Pyeong Gang will stop at nothing to make her dream come true. Clever and level-headed, Pyeong Gang is well aware of the obstacles that stand in her way, but she's more than capable of taking them on. However, things take an unexpected turn the day she meets On Dal, a peace-loving man whose sole goal in life is to live in harmony with those around him. On Dal is the exact opposite of the ambitious princess. He is an oasis of calm amid the turbulent storms in Pyeong Gang's life. The warrior princess soon finds herself falling for gentle On Dal. He's equally in love with the princess, whose heart he now possesses. He finds himself forsaking his principles to keep her safe, an endeavor proving to be increasingly difficult as warring factions lethally vie for the throne. Forced to match both wits and strength against some of the most powerful people in Goguryeo, Pyeong Gang's quest for power could very well cost her everything. Does she have what it takes to realize her goals, or will the price prove to be too much to pay?(Source: Viki)~~ Adapted from the novel “Princess Pyeonggang” (평강공주) by Choi Sa Gyu (최사규).","['Na In Woo', 'Lee Ji Hoon', 'Choi Yoo Hwa', 'Kim So Hyun']",달이 뜨는 강
465,Love Scene Number,MBC,['Kim Hyung Min'],['Hong Kyung Sil'],"Feb  1, 2021","Feb  1, 2021",,2021,8,450.0,"Doo Ah is 23-years-old and is dating three guys at once as if she is studying the perfect way to date. Ha Ram is 29-years-old and is going through a change of heart before her wedding. Ban Ya is 35-years-old and the fake love that she started out of ambition is turning into something sincere. Chung Kyung is 42-years-old and she is getting tired of her changing body and rocky love life. The four women, each going through a different turning point in their lives, contemplate what they want from dating and love. What does ‘love’ mean to them during this time in their lives? This drama is about the thoughts that every woman can relate to but never could talk about. Let’s contemplate it together.(Source: Viu)","['Kim Bo Ra', 'Kim Young Ah', 'Shim Eun Woo', 'Park Jin Hee', 'Ryu Hwa Young', 'Ahn Jung Hun']",러브씬넘버
466,L.U.C.A.: The Beginning,tvN,['Kim Hong Seon'],['Chun Sung Il'],2021-02-01,2021-03-09,"Monday, Tuesday",2021,12,375.0,"“LUCA"" is based on Charles Darwin’s proposition that all species of life have descended over time from common ancestors. (LUCA stands for ""last universal common ancestor."")Ji Oh, who rarely reveals his emotions to others, has a special power and a secret but doesn't know who he really is. He is chased by mysterious figures while he tries to find answers to numerous questions that surround him.Gu Reum is a detective whose parents disappeared when she was a young child. When she decides on a course of action, she won't change no matter what.  Gu Reum chases after the truth behind her parents' disappearance. She meets Ji Oh and her life changes.(Sources: Asianwiki, Soompi)","['Kim Sung Oh', 'Lee Da Hee', 'Kim Rae Won']",루카: 더 비기닝
467,"Nineteen, Logout",,,,2021-01-31,2021-03-14,Sunday,2021,7,129.0,"A travelling web drama in which a 19 year old high school girl who wants to break down her boundary, only for her to get hurt, she then meets people who heal her on the way.(Source: Xavier Ng at MyDramaList) ",['Ham Ji Soo'],"열아홉, 로그아웃"
468,Replay: The Moment When It Starts Again,Daum Kakao TV,,,2021-01-26,2021-02-26,"Tuesday, Friday",2021,10,84.0,"A group of high schoolers goes on a musical adventure as they edge toward the end of their schooldays – forming a band. But not long after they have begun, a new journey gets underway: romance. And it is a force that threatens to sow the seeds of disharmony in the band. The band’s lead singer is Yoo Ha Young, whose YouTube cover version of a popular song became a viral online hit. However, she wants to become a singer in her own right – someone who is known for performing original material, rather than covers. But it looks like the group’s guitarist, Yoo Ha Young’s close friend Lee Ji Hoon, is developing feelings for her – as is Gong Chan Young, an older keyboard player who also joins the band. Meanwhile, there are also sparks flying between bassist and Yoo Ha Young’s best friend Lim Seo Eun and the band’s eclectic drummer and academic no-hoper Shim Tae Young.(Source: Viki)","['Kim Min Chul', 'Hwiyoung', 'Cho Mi Yeon', 'Choi Ji Su', 'Marco']",리플레이: 다시 시작되는 순간
469,Convenience Store Fling,,,,2021-01-23,2021-02-27,Saturday,2021,6,120.0,"Arriving at work at the convenience store to replace the salesperson, Joo Ah recognizes a guy she ran into on the street. He is very grateful to her, he needs to leave the store to get the prize. Joo Ah remains to work in the store and meets young guys, there are four of them. They are all with different personalities, cute, funny, charismatic, cocky and charming. Now Joo Ah has a job and she needs to work conscientiously to become a worthy employee, but what kind of work is there and how can she resist when four handsome men simultaneously show her attention.(Source: doramafox.ru)","['Jung Su Bin', 'Kim Dong Hyun', 'Choi Ji Su', 'Jung Woo Seok', 'Bong Jae Hyun']",썸타는 편의점
470,Love (ft. Marriage and Divorce),Netflix TV Chosun,['Yoo Jung Joon'],['Im Sung Han'],2021-01-23,2021-03-14,"Saturday, Sunday",2021,16,262.0,"Three vibrant and successful women who work on a radio show have something in common: a happy marriage.   Bubbly host Boo Hye Ryung is in her thirties and has been married to the handsome lawyer Pan Sa Hyun for three years. This busy couple remains child-free by choice. Sa Huyn was first taken with her after seeing her play the drums. Sa Pi Young is a hard-working producer for the show. In her forties, she has always done her best to take care of her home, daughter, and her charming husband, Shin Yoo Shin, psychiatrist and hospital director of the neuropsychiatry department.  By anyone's measure, Pi Young is the ideal wife. The show’s dedicated writer Lee Si Eun, now in her fifties, has been married for thirty years to her sweet professor husband, and they share two pre-teens. Park Hae Ryoon is now the dean of the Theatre and Film Department at  Sun Jin University. Lee Si Eun made many sacrifices in order to support her husband's dream of becoming a film professor early in their marriage. Seo Ban, the show's sound technician, is single, a man of few words who keeps a tight lid on his private life. He is a man of mystery to his curious colleagues.Three equally successful women will prove to be the unraveling of each of their so-called 'happy marriages.' Song Won is divorced, a skilled literary translator of Chinese, and lawyer Sa Hyun's mature gym partner. A Mi is single in her twenties and has spent the last two years shuttling between South Korea and the US in order to complete her studies. A shared airplane seat and a love of horses bring her and the doctor together. Add into the mix Yoo Shin's unusual relationship with his father's new wife, a classy, well-kept woman who raised him from childhood.Dean Hae Ryoon hires the beloved actress Nam Ga Bin, whose career he has followed, to teach at the university, bringing the two in welcomed routine contact.   Mistresses aside, each couple has an Achilles heel that brings about much unhappiness, could trigger divorce proceedings, and leave them all wondering just how much happiness are we entitled to in life?   (Source: LGC at MyDramaList)","['Sung Hoon', 'Park Joo Mi', 'Lee Ga Ryeong', 'Jeon Soo Kyung', 'Lee Tae Gon', 'Jeon Noh Min']",결혼작사 이혼작곡
471,To My Star,Viki,['Hwang Da Seul'],['Park Young'],2021-01-22,2021-02-05,Friday,2021,9,100.0,"Actor Kang Seo Joon was once one of South Korea’s biggest and most popular stars, but his career is now in decline. Despite his fall in popularity, he believes he has had a change of fortune when he meets and falls for a dashing young chef named Han Ji Woo.Despite having wildly different personalities, the two enter a relationship. However, their love comes under threat when the more conservative Han Ji Woo and the free-spirited Kang Seo Joon realize that their outlooks on life, love and everything else appear irrevocably different.(Source: Viki, MyDramaList)","['Son Woo Hyun', 'Kim Kang Min']",나의 별에게
472,A Double Table,,,,2021-01-19,2021-03-23,,2021,10,72.0,,"['Lee Jea Jea', 'Choi Chang Bin']",이인용 식탁
473,She Would Never Know,iQiyi jTBC,['Lee Dong Yoon'],['Chae Yoon'],2021-01-18,2021-03-09,"Monday, Tuesday",2021,16,244.0,"Yoon Song Ah works as a marketer for a cosmetics brand. She enjoys her job and dreams of launching  her own brand someday.  Chae Hyun Seung is a fellow marketer who becomes attracted to Yoon Song Ah.  He tries to develop a romantic relationship but Yoon Song Ah rebuffs his advances, not wishing to date younger men.(Source: AsianWiki)~~ Adapted from the webtoon ""Senior, Don't Put on That Lipstick"" by Elise. ","['Lee Joo Bin', 'Lee Kyu Han', 'Won Jin Ah', 'Lee Hyun Wook', 'Rowoon']",선배 그 립스틱 바르지 마요
474,100% Era,,,,2021-01-07,2021-02-25,Thursday,2021,8,112.0,"100% Era imagines the post-corona future. How the lives of kids born during the pandemic will look like? What will humanity and teens look like in 2044? Our teenagers living in a more competitive world, where the world no longer needs human hands. For humans, the competition to rise to the top is intensifying. How to secretly love children in the era when schools disappeared and contactless.Hee Jae and Shi Dae attend the same top rank education academy. It focuses on training kids to score 100% on tests, while kids who score below 90% get expelled. In such an environment, Shi Dae and Hee Jae spend their teenage years and grow together.","['Lee Soo Min', 'Yoo Jung Woo']",백프로시대
475,Back to the 2008,,['Go Nak Gyun'],,2021-01-07,2021-03-11,Thursday,2021,10,60.0,"In 2008, we were strong and full of passion! It tells the youth growth romance stories of boys and girls of that time.(Source: Kpopmap) ","['Kwon Ah Reum', 'Kim Kook Heon', 'Lee Gu Seul', 'Baek Jae Woo', 'Yoon Eun Seo']",빽투팔
476,Damn Good Company,,,,2021-01-06,2021-01-24,Saturday,2021,5,108.0,"""Damn Good Company"" depicts the reality of small and medium-sized Korean companies with comical situation settings and detailed real-life storyline.(Source: Kbizoom.com) ",,좋좋소
