eng_title,kor_title,genre,org_net,director,screenwriter,start_dt,end_dt,aired_on,year,tot_eps,synopsis,actor_list,Video Count,Total Views,cond,blog_cnt,after_two_months
Queen of Masks,가면의 여왕,"['Thriller', 'Mystery', 'Drama', 'Melodrama']",Channel A,['Kang Ho Jun'],['Im Do Wan'],2023-04-24,2023-06-13,"Monday, Tuesday",2023,16,"Do Jae Yi is a human rights lawyer who has built up a large following on social media. She has a reputation for defending the vulnerable and victims of sexual crime. Ten years ago, she was the victim of a terrible, haunting crime. Now, she has become a veritable “queen of masks.” To most of the world, she is a paragon of justice. But behind closed doors, she is exploiting a corrupt politician. And she is secretly helping the current mayor to get out of messy situations – as part of her own plan to become the next mayor.Do Jae Yi is friends with two powerful women. The first is Joo Yoo Jung, the director of an influential arts foundation. The second is the hard-working and ambitious Yoon Hae Mi, who worked her way up from the bottom at a prestigious hotel to the position of Vice President. The three women’s former friend, Go Yoo Na feels she was betrayed by the rest of the women. She moved to the USA in a bid to start her life again. But when she returns to South Korea in search of her missing daughter, her path crosses with those of her former friends. Could revenge be in the cards when they reunite?(Source: Viki)","['Kim Sun Ah', 'Oh Yoon Ah', 'Shin Eun Jung', 'Yoo  Sun']",26,11297000,False,"1,241건",2023-06-23
Duty After School: Part 2,방과 후 전쟁활동 파트2,"['Action', 'Thriller', 'Drama', 'Sci-Fi']",TVING,['Sung Yong Il'],['Lee Nam Gyu'],2023-04-21,2023-04-21,Friday,2023,4,"Story of 3rd year students of Sungjin High School who started a 'real war' to fight against the attack of a mysterious creature that covered the sky. Will they be able to save the planet from doom?(Source: MyDramaList)~~ Adapted from the webtoon ""Duty After School"" (방과 후 전쟁활동) by Ha Il Kwon (하일권) ",,32,11749000,False,"1,613건",2023-06-20
Strong Underdog,"셔틀, 최강의 셔틀","['Action', 'Comedy']",,['Ryu Kwang Hyun'],,2023-04-17,2023-05-27,,2023,6,"As a high school student, Jung Woo isn’t exactly at the top of his class's social hierarchy. In fact, as one who is bullied daily, Jung Woo could easily be considered one of the lowest, most unlucky students in his entire school. Struggling every day just to get by, Jung Woo does everything he can to hang on long enough to graduate. But when Jae Seong and his cronies decide to hold a fighting tournament among the school’s weakest students, Jung Woo finds himself caught up in the school’s biggest, most talked-about event of the year. Determined not to lose, Jung Woo heads to the gym to train, but it isn’t until he meets the school’s new transfer student, Min Ah, that he finds the inspiration he needs to truly fight back. (Source: Viki)","['Kim Do Yeon', 'Lee Dae Hwi']",19,6012100,False,349건,2023-06-16
Family: The Unbreakable Bond,패밀리,"['Action', 'Thriller', 'Comedy', 'Drama']",TVING tvN,"['Jang Jung Do', 'Lee Jung Mook']",['Jung Yoo Sun'],2023-04-17,2023-05-23,"Monday, Tuesday",2023,12,"Kwon Do Hoon is an expert sniper and a secret agent working for the National Intelligence Service. To conceal his true identity, he lives a double life as a regular trading company employee, keeping even his wife Kang Yoo Ra in the dark. Though he is occupied with his work, Kwon Do Hoon cherishes his wife deeply. Meanwhile, Kang Yoo Ra, a dedicated homemaker, harbors a secret. Their tranquil existence is thrown into turmoil when Tae Koo emerges, posing a threat to their carefully crafted façade.(Source: CK Warrior at MyDramaList)","['Jang Hyuk', 'Jang Na Ra', 'Chae Jung An', 'Kim Nam Hee']",26,8473300,False,"75,611건",2023-06-16
Doctor Cha,닥터 차정숙,"['Comedy', 'Life', 'Drama', 'Medical']",jTBC Netflix,"['Kim Dae Jin', 'Kim Jung Wook']",['Jung Yeo Rang'],2023-04-15,2023-06-04,"Saturday, Sunday",2023,16,"Cha Jung Sook is married to Seo In Ho, who works as a chief surgeon at a university hospital. He has a strict, sensitive, and thoroughgoing personality. Cha Jung Sook has been a full-time housewife for 20 years, giving up her career as a doctor during her medical resident years. After all those years, she decides to restart her medical resident course.(Source: AsianWiki) ","['Uhm Jung Hwa', 'Kim Byung Chul', 'Myung Se Bin', 'Min Woo Hyuk']",26,11701000,False,"9,667건",2023-06-14
Queenmaker,퀸 메이커,"['Business', 'Drama', 'Political']",Netflix,['Oh Jin Suk'],['Moon Ji Young'],2023-04-14,2023-04-14,Friday,2023,11,"After a tragic accident, a powerful fixer uses her skills to transform a civil rights lawyer into the next mayor — and take down her former employer.Hwang Do Hee is a skilled career woman who hasn’t come down from her 12 centimeter (approximately 4.7 inch) high stilettos for the past 12 years. She’s the best in her field of President Identity (PI) consulting and is the leader of the Strategic Planning Office at Eunsung Group, the third largest domestic business. By analyzing the appearance, voice tone, habits, preferences, rumors, and fatal weaknesses of the Eunsung Group’s owner’s family, she is able to perfectly present them in a way that reduces owner risk. Despite all her hard work in this field, she overcomes adversity to work towards making Oh Kyung Sook the mayor of Seoul.Oh Kyung Sook is a labor rights lawyer nicknamed “crazy rhinoceros.” For the past 20 years, Oh Kyung Sook hasplowed through like a “rhino’s horn” for common people and workers and is a self-proclaimed Korean Lady of Justice. She is the president of the Women’s Worker Association, Korean Women’s Human Rights Wave, and leader of the Worker’s Solidarity with Rights foundation, proving her charm as a powerful female lead who stops at nothing to protect the weak. As a current labor rights lawyer and a popular YouTuber, Oh Kyung Sook has no interest in authority, but thanks to the help of “Queen Maker” Hwang Do Hee, she becomes determined to become the mayor of Seoul.These two women who used to lead starkly different lives leave everything they know behind to combine forces and create a just and truthful world.(Source: Soompi, Netflix)","['Moon So Ri', 'Kim Hee Ae']",32,22795000,False,"3,923건",2023-06-13
Stealer: The Treasure Keeper,스틸러: 일곱 개의 조선통보,"['Action', 'Adventure', 'Mystery', 'Comedy']",tvN,"['Choi Joon Bae', 'Min Jung Ah']",['Shin Kyung Il'],2023-04-12,2023-05-18,"Wednesday, Thursday",2023,12,"Throughout history, the treasures of an old empire have always been the best items for thievery. A professional thief called ""Skunk"" forms an unofficial cultural heritage assets redemption team called ""Team Karma"" with a group of officials to pull off a heist to retrieve the stolen assets, a mission that is informal and illegal yet righteous in a sense. In front of them is a mission of massive proportion. Buried somewhere in Korea is a large number of cultural assets worth 30 trillion won as well as spiritual beads believed to provide eternal life. Against a group with a conscienceless purpose, Team Karma’s thrill-filled retribution starts.""Skunk"", his real name Hwang Dae Myung, is no ordinary thief. Dae Myung is an official with the Cultural Heritage Administration living a double life, a pathetic civil servant by day and a daring thief by night. When the Seoul Metropolitan Police Agency’s cultural property team recovers some of the country’s missing cultural assets, both of his lives start to unravel.  (Source: Viu, ShingetsuNews, MyDramaList)","['Kim Jae Won', 'Jo Han Chul', 'Joo Won', 'Lee Joo Woo', 'Choi Hwa Jung', 'Lee Deok Hwa']",26,3045000,False,655건,2023-06-11
Bo Ra! Deborah,보라! 데보라,"['Comedy', 'Romance', 'Life', 'Melodrama']",ENA TVING,"['Seo Min Jung', 'Lee Tae Gon']",['Ah Kyung'],2023-04-12,2023-05-25,"Wednesday, Thursday",2023,14,"The series follows the romantic journey of Yeon Bo Ra, a celebrated love coach and successful author of romance novels, and Lee Soo Hyuk, a charming man who grapples with matters of the heart.As a discerning publishing planner, Soo Hyuk is not easily impressed and initially has a negative impression of Bo Ra. However, their lives become entangled unexpectedly, and he becomes increasingly drawn to her.Meanwhile, Han Sang Jin, Soo Hyuk's friend and business associate, heads the Jinri book publishing company.(Source:  CK Warrior at MyDramaList)","['Yoo In Na', 'Yoon Hyun Min', 'Joo Sang Wook', 'Hwang Chan Sung']",32,21546000,False,"1,944건",2023-06-11
Pale Moon,종이달,"['Thriller', 'Mystery', 'Romance', 'Drama']",ENA Genie TV,"['Yoo Jong Sun', 'Kim Seung Woo']",['No Yoon Soo'],2023-04-10,2023-05-09,"Monday, Tuesday",2023,10,"Yoo Yi Hwa lives with her husband, who is indifferent to her. Yoo Yi Hwa's life as a housewife is comfortable but boring. She begins to work at a bank as a contract worker. While working at the bank, she regains her confidence. But, Yoo Yi Hwa begins to steal money from her clients.(Source: AsianWiki)~~ Adapted from the novel ""Kami no Tsuki""(紙の月) by Mitsuyo Kakuta (角田光代). ","['Yoo  Sun', 'Kim Seo Hyung', 'Seo Young Hee', 'Lee Shi Woo']",35,46935400,False,"2,514건",2023-06-09
Decoy: Part 2,미끼 파트2,"['Thriller', 'Mystery', 'Crime', 'Drama']",,['Kim Hong Seon'],['Kim Jin Wook'],2023-04-07,2023-04-21,Friday,2023,6,"Just under a decade ago, South Korea was shaken to the core by a financial fraud project. Thousands of unsuspecting victims were tricked into investing their life savings. After the project was exposed as a scam, its mastermind Noh Sang Cheon ran away to China in a bid to escape the police. But he was soon after reported to have died in mysterious circumstances. The trail went cold. But some eight years after he was reported dead, the evidence appears to suggest that the notorious fraudster is still alive! A spate of killings begins, with Noh Sang Cheon apparently linked to the deaths.Trying to piece together the truth is the police officer and former lawyer Goo Do Han. Also on a quest for truth is a reporter named Cheon Na Yeon. She believes that a number of the murders have been covered – and that police investigations into the death may have been botched. The stakes begin to rise as games become deadly. What is really happening? And what role does Noh Sang Cheon play in these fatal events?(Source: Viki)","['Jang Geun Suk', 'Heo Sung Tae', 'Lee Elijah']",30,19028800,False,89건,2023-06-06
Joseon Attorney: A Morality,조선변호사,"['Historical', 'Law', 'Romance', 'Drama']",MBC,"['Lee Han Joon', 'Kim Seung Ho']","['Choi Jin Young', 'Jung Ho Rak']",2023-03-31,2023-05-20,"Friday, Saturday",2023,16,"Kang Han Su is a devious lawyer who meticulously plans his lawsuits and exploits the emotions of his clients for personal gain. However, as he unintentionally gains a reputation as a hero and problem solver among the common people, he begins to see the value in seeking true justice. Over time, Kang Han Su matures into a just and ethical lawyer. One of his clients, Yi Yun Ju, initially hires him to seek revenge but ultimately becomes a supporter of his mission to uphold the law and defend the innocent. This transformation reflects Kang Han Su's growth as a legal professional and as a person.(Source: Soompi; Naver; edited by CK Warrior at MyDramaList)~~ Adapted from the webtoon “Joseon Lawyer” (조선변호사) written by Jeongjae & Shim Gun (정작가&심군).","['Woo Do Hwan', 'Bona', 'Cha Hak Yeon']",26,3494800,False,"4,365건",2023-05-30
Duty After School: Part 1,방과 후 전쟁활동 파트1,"['Action', 'Thriller', 'Drama', 'Sci-Fi']",TVING,['Sung Yong Il'],['Lee Nam Gyu'],2023-03-31,2023-03-31,Friday,2023,6,"The students and teachers at Sungjin High School receive a terrifying shock when they witness the start of an alien invasion. Coming from the skies, horrific “eggs” hatch violent insect-like creatures that attack humans. The invasion is worldwide, and the South Korean military fears it will be overwhelmed. In desperation, the President announces that mandatory conscription will begin – and that all third-year high schoolers – male and female – must join the armed forces.Soldiers arrive at Sungjin High School. And the third-years – who only have 50 days until they are supposed to sit their university entrance exams – must commence their military training in the school playground. They must learn how to shoot rifles, fight hand-to-hand, and navigate obstacle courses...in their school uniform! Putting the students through their paces will be the platoon leader Lee Chun Ho. Meanwhile, the class teacher Park Eun Young is determined to do what she can to keep her students out of harm’s way. Will the high schoolers help save the planet from doom?(Source: Viki)~~ Adapted from the webtoon ""Duty After School"" (방과 후 전쟁활동) by Ha Il Kwon (하일권).","['Shin Hyun Soo', 'Lee Soon Won']",32,22402000,False,"2,494건",2023-05-30
The Secret Romantic Guesthouse,꽃선비 열애사,"['Historical', 'Mystery', 'Romance', 'Drama']",SBS ViuTV,['Kim Jung Min'],['Kwon Eum Mi'],2023-03-20,2023-05-16,"Monday, Tuesday",2023,18,"Yoon Dan Oh had enjoyed a comfortable life as the beloved youngest daughter of a well-off family, but no longer.  Now the family breadwinner, she runs the Ihwawon Inn. Current guests are scholars taking the civil service entrance exam in the hopes of becoming high-ranking officials. Among them are Kang San, Kim Si Yeol, and Jeong Yoo Ha, who all have deep secrets. They and Yoon Dan Oh will share information and cooperate to find Lee Seol, who disappeared 13 years ago.(Source: MyDramaList)~~ Adapted from the novel ""Flower Scholar’s Love Story"" (꽃선비열애사) by Kim Jung Hwa (김정화).","['Shin Ye Eun', 'Ryeoun', 'Kang Hoon', 'Jung Gun Joo']",32,4083000,False,"1,474건",2023-05-19
Unintentional Love Story,비의도적 연애담,"['Comedy', 'Romance']",TVING,['Jang Eui Soon'],,2023-03-17,2023-04-14,Friday,2023,10,"When Ji Won Young's direct superior at work is fired due to a corruption scandal, Won Young - in spite of being innocent of any wrongdoing - finds himself unceremoniously discharged from the company as well. Desperate to get his job back, Won Young tries to curry favor by tracking down the chairman's favorite artist. He finds the missing man running a pottery shop in a remote town, but it's clear that Yoon Tae Joon has no desire to be found.Won Young decides to hang around town and secretly report whatever he can learn about Tae Joon's self-imposed exile, but when feelings begin to develop between the two, Won Young starts to question his sexuality, his motivations, and whether he even wants to go back to his old life in Seoul. But what will happen when Tae Joon learns Won Young has been spying on him this entire time?(Source: Anime-Planet)~~ Adapted from the webtoon ""Biuidojeog Yeonaedam"" (비의도적 연애담) by Phobe (피비).","['Cha Seo Won', 'Gongchan']",32,2443000,False,867건,2023-05-16
A Shoulder to Cry On,소년을 위로해줘,"['Psychological', 'Romance', 'Youth', 'Drama']",,,['Kang Jae Hyun'],2023-03-15,2023-03-29,"Tuesday, Wednesday",2023,7,"At school, Lee Da Yeol spends most of his time living as an outsider. Not popular by any stretch of the imagination, Da Yeol’s only real joy comes from his time spent with the archery club. A talented archer whose skills have earned him a scholarship to the school, Da Yeol doesn’t mind being an outsider, so long as he’s free to pursue his greatest passion. But an ill-timed run-in with a devilishly handsome classmate lands him in trouble and places his precious scholarship in jeopardy.One of the school’s most popular students, Jo Tae Hyun has always enjoyed a level of freedom that very few high school students have ever attained. Able to get away with practically anything, the entire school has no problem believing his side of the story when he’s caught fooling around in the nurse’s office with another student and Da Yeol. Claiming Da Yeol was trying to make out with him, Tae Hyun thoughtlessly puts the archer’s scholarship at risk. Desperate to correct the misunderstanding, Da Yeol does everything he can to try to quell the rumors but no matter how hard he tries, it’s just not enough.Completely unremorseful about what he’s done, Tae Hyun seems to take a wicked sort of delight in doing everything he can to make Da Yeol’s life miserable; his favorite method being to follow Da Yeol everywhere. Unable to shake Tae Hyun, Da Yeol spends his days loathing his shadow but the more time he spends with him, the more conflicted his feelings become; leaving him to wonder, where exactly does the line between hate and love end?(Source: Viki)~~ Adapted from the manhwa ""A Shoulder to Cry On"" (소년을 위로해줘) by Dong Mul (동물).","['Kim Jae Han', 'Shin Ye Chan']",32,1094800,False,313건,2023-05-14
Woman in a Veil,비밀의 여자,"['Thriller', 'Romance', 'Drama', 'Melodrama']",KBS2,['Shin Chang Seok'],['Lee Jung Dae'],2023-03-14,2023-08-04,"Monday, Tuesday, Wednesday, Thursday, Friday",2023,103,"Gyeo Ul witnesses her husband Yu Jin having an affair with her friend Ae Ra who becomes the target of her revenge. It causes Gyeo Ul to lose her eyesight and suffer from lock-in syndrome out of shock.  Gyeo Ul gets involved with Se Rin, an heiress who owns everything. Se Rin is an arrogant and cold-hearted woman who looks down on people and does not hesitate to take revenge on whoever stabs her in the back. (Source: Kocowa)","['Shin Go Eun', 'Choi Yoon Young', 'Lee Chae Young', 'Lee Sun Ho', 'Han Ki Woong', 'Lee Eun Hyung']",32,17214800,False,"28,381건",2023-05-13
Pandora: Beneath the Paradise,판도라: 조작된 낙원,"['Action', 'Thriller', 'Drama', 'Melodrama']",Hulu TVING tvN,['Choi Young Hoon'],['Hyun Ji Min'],2023-03-11,2023-04-30,"Saturday, Sunday",2023,16,"In order to protect her beloved family, Hong Tae Ra must become the First Lady of Korea.Hong Tae Ra has a perfect life with her beloved husband Pyo Jae Hyun and their lovely daughter, except for one thing. Hong Tae Ra has no recollection of her past. One day, she regains her memory and faces her harrowing past. Her perfect life is now broken and she finds herself in an uncontrollable situation. Hong Tae Ra struggles to take revenge on those responsible for her past.Pyo Jae Hyun is married to Hong Tae Ra. He is an extremely smart developer, who developed new technology in the neural smart patch field. He runs his company with gentle leadership skills and a sensible personality. He is admired by those around him. People in the political world begin to talk about him as the next presidential candidate.(Source: AsianWiki)","['Lee Ji Ah', 'Lee Sang Yoon', 'Jang Hee Jin', 'Park Ki Woong', 'Bong Tae Kyu']",32,2004800,False,"1,606건",2023-05-10
The Glory Part 2,더글로리 파트 2,"['Thriller', 'Drama', 'Melodrama']",Netflix,['Ahn Gil Ho'],['Kim Eun Sook'],2023-03-10,2023-03-10,Friday,2023,8,"Moon Dong Eun's silent fury against those students that horrifically abused her during her high school years continues to burn inside of her. She meticulously executes her plan to inflict ultimate pain on her tormentors. Meanwhile, the sudden disappearance of Son Myeong Oh has gotten the attention of the police and his friends. Joo Yeo Jeong follows Moon Dong Eun and is willing to do anything she asks in her pursuit of revenge. Before Moon Dong Eun begins her final moves, she offers her nemesis Park Yeon Jin a chance to save herself if she turns in to the police, but Park Yeon Jin has her own plans to stop Moon Dong Eun. A violent and bloody game of nerves plays out between these rivals.(Source: AsianWiki)","['Im Ji Yeon', 'Lee Do Hyun', 'Song Hye Kyo', 'Yeom Hye Ran', 'Park Sung Hoon', 'Jung Sung Il']",32,33651600,False,"5,563건",2023-05-09
