Unnamed: 0,drama_name,kor_title,genre,org_net,director,screenwriter,actor_list,year,aired_on,tot_eps,time_per_ep,start_dt,end_dt,synopsis,month,youtube_cnt,tot_views,org_terrestrial_TV,org_cable_TV,org_OTT,org_etc,org_broad_num,director_drama_num,screenwriter_drama_num,daily_views,man_cnt,woman_cnt,play_actor,child_actor,singer_actor,drama_cnt_naver,season_Spring,season_Summer,season_Winter,week_of_weekend,Romance,Drama,Comedy,Mystery,Thriller,Life,Fantasy,Action,Youth,Business,Family,Historical,Supernatural,Law,Political,Psychological,Crime,Medical,etc
862,Six Flying Dragons,육룡이 나르샤,"['Action', 'Historical', 'Drama', 'Political']",SBS,['Shin Kyung Soo'],"['Kim Young Hyun', 'Park Sang Yeon']","['Chun Ho Jin', 'Yoon Kyun Sang', 'Yoo Ah In', 'Kim Myung Min', 'Shin Se Kyung', 'Byun Yo Han']",2015,"Monday, Tuesday",50,72,2015-10-05,2016-03-22,"A fictional, historical drama about the ambition, rise and fall of real and fictional characters based around Yi Bang Won. Yi Bang Won was the third king of the Joseon Dynasty in Korea and the father of King Se Jong the Great. He helped his father, King Tae Jo, establish the Joseon Dynasty. ",10,852,165988100,1,0,0,0,1,5.0,4.0,57198,5,1,0,1,0,20.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
863,The Merchant: Gaekju 2015,장사의 신-객주 2015,"['Historical', 'Business', 'Melodrama', 'Political']",KBS2,['Kim Dong Hwi'],"['Jung Sung Hee', 'Lee Han Ho']","['Jang Hyuk', 'Lee Deok Hwa', 'Han Chae Ah', 'Park Eun Hye', 'Kim Min Jung', 'Yoo Oh Sung']",2015,"Wednesday, Thursday",41,88,2015-09-23,2016-02-18,"In late Joseon, a poor man named Cheon Bong Sam inherits a decrepit inn and honestly works his way up to becoming a powerful merchant. As tradesmen clash against the bureaucratic powers that attempt to oppress them by rigging bad deals, Bong Sam never loses sight of his humble beginnings as a peddler even after achieving great success and eventually shapes the way that industry and business are done in his time. ",9,844,1313200,1,0,0,0,1,3.0,2.0,451,3,3,0,1,0,39.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
864,D-Day,디데이,"['Romance', 'Drama', 'Medical']",jTBC,['Jang Yong Woo'],['Hwang Eun Kyung'],"['Kim Young Kwang', 'Lee Kyung Young', 'Jung So Min', 'Ha Seok Jin']",2015,"Friday, Saturday",20,195,2015-09-18,2015-11-21,"An unprecedented 6.5-magnitude earthquake has struck Seoul, destroying roads and buildings, and preventing ambulances from reaching victims. Woefully unprepared for such a massive disaster, Korea can only watch the desperate situation and listen to the pleading cries for help. Hae Sung, a competent surgeon, can’t resist doing everything he can to help the injured people during the emergency. This upsets his hospital and they put him on a blacklist, as his benevolent help is against the hospital's profit. Ddol Mi, beautiful and ambitious, chased money and fame as a doctor, but now wants to become a truly compassionate doctor after meeting Hae Sung. Woo Jin has been building a successful career as Korea’s rising doctor, but secretly, he truly cares about being a genuine doctor, saving the lives of the sick. These three characters team up to rush into emergencies, holding onto hope in the most desperate situations, and taking all sorts of risks for the sake of saving lives.(Source: JTBC)",9,798,171830600,0,1,0,0,1,2.0,1.0,58866,3,1,0,0,0,30.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
865,She Was Pretty,그녀는 예뻤다,"['Comedy', 'Romance', 'Drama']",MBC,['Jeong Dae Yun'],['Jo Sung Hee'],"['Choi Si Won', 'Hwang Jung Eum', 'Park Seo Joon', 'Go Joon Hee']",2015,"Wednesday, Thursday",16,225,2015-09-16,2015-11-11,"As a young girl, Hye Jin was impossibly cute and lived a comfortable life with her wealthy parents. Since entering her teens, both her looks and fortunes have drastically changed. She currently lives rent-free with a friend and is a part-time clerk at a convenience store. Out-of-the-blue, Sung Joon, her childhood friend, contacts her and suggests they meet. He is unaware that Hye Jin recently spotted him and knows how fit and handsome he had become. Not wanting to disappoint him, she insists her pretty best friend go in her place. What could go wrong?After landing a full-time job, Hye Jin is surprised to find out that Sung Joon is her boss. To add insult to injury, he is treating her with nothing but disdain and contempt. This is not the friend she fondly remembers, so she goes about hiding her true identity from him.  (Source: MBC)",9,834,212465700,1,0,0,0,1,4.0,2.0,72737,2,2,0,0,1,24.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,Love Cells Season 2,연애세포 2,"['Comedy', 'Romance', 'Fantasy']",Naver TV Cast,,,"['Jo Bo Ah', 'Kim Yoo Jung', 'Im Seul Ong']",2015,"Monday, Tuesday",12,50,2015-09-14,2015-10-01,"In this bitter-sweet love story, Ne Bi acts as a navigator of the love relationship. She leads the way for the main characters to piece their long-lost memories of love together. ",9,812,129319800,0,2,0,0,2,1.0,1.0,44242,1,2,0,1,1,24.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
867,Mom,엄마,"['Drama', 'Family']",MBC,"['Jang Joon Ho', 'Oh Kyung Hoon']",['Kim Jung Soo'],"['Jang Seo Hee', 'Lee Tae Sung', 'Cha Hwa Yun', 'Kim Suk Hoon', 'Choi Ye Seul']",2015,"Saturday, Sunday",50,90,2015-09-05,2016-02-21,"For a long time, a mother has sacrificed herself to raise her four children but these children are only interested in her fortune and their possible inheritance. Stung by their betrayal and unacceptable behavior, she is determined to live the rest of her life to the fullest and be selfish for a change. This TV series will revolve around family values with themes of generational conflict and reconciliation. The revenge of a mother on her grownup children begins now!(Source: MBC)",9,838,1012354499,1,0,0,0,1,6.0,2.0,345278,2,3,1,1,0,27.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
868,My Daughter Geum Sa Wol,"내 딸, 금사월","['Romance', 'Drama', 'Family']",MBC,"['Baek Ho Min', 'Lee Jae Jin']",['Kim Soon Ok'],"['Yoon Hyun Min', 'Do Sang Woo', 'Son Chang Min', 'Park Se Young', 'Jeon In Hwa', 'Baek Jin Hee']",2015,"Saturday, Sunday",51,88,2015-09-05,2016-02-28,"Geum Sa Wol is a genius architect who grew up in an orphanage. Despite the hardships she faced while growing up, she always stayed positive and never despaired no matter how tough life became. Her biological mother Deuk-ye had her through an extramarital affair with an ex-boyfriend and plots revenge on her husband and his mother. After a considerable amount of time has passed, Sa Wol meets her mother but both of them do not recognize each other. Instead, they get to know each other as mother-in-law and daughter-in-law.(Source: MBC)",9,860,99167100,1,0,0,0,1,5.0,6.0,33822,3,3,0,1,0,23.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
869,All is Well,다 잘될거야,"['Life', 'Drama', 'Family']",KBS2,['Kim Won Yong'],['Lee Seon Hee'],"['Choi Yoon Young', 'Kwak Shi Yang', 'Uhm Hyun Kyung', 'Han Bo Reum', 'Song  Jae Hee', 'Heo Jung Min']",2015,"Monday, Tuesday, Wednesday, Thursday, Friday",102,21,2015-08-31,2016-01-29,A drama about people who face hate and conflict while learning to forgive and understand the meaning of love and happiness.,8,808,34684400,1,0,0,0,1,3.0,2.0,11809,2,3,0,0,0,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
870,TV Novel: The Stars are Shining,TV소설 별이 되어 빛나리,"['Historical', 'Romance', 'Drama', 'Family', 'Melodrama']",KBS2,['Kwon Gye Hong'],,"['Go Won Hee', 'Cha Do Jin', 'Lee Ha Yul', 'Seo Yoon Ah']",2015,"Monday, Tuesday, Wednesday, Thursday, Friday",128,19,2015-08-31,2016-02-26,Jo Bong Hee's family falls into difficulties after the death of her father. She overcomes obstacles to become the best fashion designer in South Korea.,8,854,19124300,1,0,0,0,1,1.0,1.0,6512,2,2,0,0,0,16.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
871,Twenty Again,두번째 스무살,"['Comedy', 'Romance', 'Life', 'Drama']",tvN,['Kim Hyung Shik'],['So Hyun Kyung'],"['Lee Sang Yoon', 'Choi Won Young', 'Choi Ji Woo']",2015,"Friday, Saturday",16,232,2015-08-28,2015-10-17,"38-year-old Ha No Ra dreamt of becoming a dancer in her high school years but met her husband, Kim Woo Chul, when she was 19. After having a child, she focused on taking care of her family and had to give up her dreams. In hopes of becoming a proud wife and mother to her college professor husband and her son Min Soo, she strives to enter college and ends up getting accepted into the same college as her son.(Source: AsianWiki)",8,832,24709800,0,1,0,0,1,3.0,2.0,8405,2,1,0,0,0,27.0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,Cheo Yong Season 2,처용2,"['Mystery', 'Drama', 'Supernatural']",OCN,['Kang Cheol Woo'],['Hong Seung Hyun'],"['Jeon Hyo Sung', 'Oh Ji Ho', 'Ha Yun Joo']",2015,Sunday,10,450,2015-08-23,2015-10-18,Detective Cheo Yong uses his abilities to interact with spirits to solve cases.,8,818,5317700,0,1,0,0,1,6.0,2.0,1806,1,2,0,0,1,27.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
873,I Have a Lover,애인 있어요,"['Romance', 'Drama', 'Melodrama']",SBS,['Choi Moon Seok'],['Bae Yoo Mi'],"['Ji Jin Hee', 'Kim Hyun Joo', 'Lee Kyu Han', 'Park Han Byul']",2015,"Saturday, Sunday",50,78,2015-08-22,2016-02-28,"A coincidental switch of cars leads to a switch of fates for twins who were separated 30 yers ago. Hae Kang, the elder sister is a successful lawyer married to Jin Eon the successor of a top pharmaceutical company. Their love marriage is shattered by the death of their daughter and her husband's affair with Seol Ri, which ultimately leads to their divorce. But before the divorce  is officially declared, Yong Ki switches cars with Hae Kang to avoid being followed by people who are after her life. Yong Ki is the younger sister who is a pregnant widow trying to uncover the secrets behind her husband's sudden death. After the fateful encounter, Hae Kang ends up in a horrible accident (in the switched car) which makes her lose her memories. Baek Seok saves her and allows her to live with his family till she recovers but mistakes her to be his first love Yong Ki.Hae Kang as Yong Ki is no longer a cold and reserved person, instead she's warm, cheerful and caring. As Seol Ri and Jin Eon are in talks for marriage, he accidentally runs into Yong Ki. He is shocked at first but gradually begins suspecting that she's his wife and falls for her newly discovered bright self. She's shaken by his arrival too.(Source: Another Stranger at MyDramaList)",8,816,68498000,1,0,0,0,1,2.0,3.0,23251,2,2,0,0,0,30.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,To Be Continued,투 비 컨티뉴드,"['Music', 'Comedy', 'Fantasy']",MBC every1,,,"['Kim Sae Ron', 'Cha Eun Woo', 'Rocky', 'MJ', 'Moon Bin', 'Jin Jin']",2015,Thursday,12,75,2015-08-18,2015-09-03,This web drama is a teen fantasy story that tells the story of a male idol group (ASTRO)  that suddenly slips back in time just one day ahead of their debut stage.,8,748,54164600,0,2,0,0,2,1.0,1.0,18361,5,1,0,2,5,11.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
875,The Eccentric Daughter-in-Law,별난 며느리,"['Comedy', 'Romance', 'Drama', 'Family']",KBS2,"['Lee Duk Gun', 'Park Man Young']",['Yoo Nam Kyung'],"['Ryu Soo Young', 'Go Doo Shim', 'Kim Da Som']",2015,"Monday, Tuesday",12,375,2015-08-17,2015-09-22,"Oh In Yeong is a former idol group singer. She belonged to a popular 4 member girl group, but, now, she isn't very popular anymore. In order to boost her flagging popularity, In Yeong agrees to appear in a television reality show that pairs up fake mothers- and daughters-in-law. While filming for the TV show, she meets her scripted mother-in-law Yang Chun Ja, a matriarch of a long-standing traditional clan. They end up hating each other on the show, but as fate would have it, the two later end up becoming mother and daughter-in-law for real.",8,844,62339900,1,0,0,0,1,3.0,1.0,21125,1,2,0,0,0,44.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
876,All About My Mom,부탁해요 엄마,"['Romance', 'Drama', 'Family', 'Melodrama']",KBS2,['Lee Geon Joon'],['Yoon Kyung Ah'],"['Go Doo Shim', 'Lee Sang Woo', 'Oh Min Suk', 'Choi  Tae Joon', 'Kim Mi Sook', 'Eugene']",2015,"Saturday, Sunday",54,89,2015-08-15,2016-02-14,"Jin Ae has a love and hate relationship with her mother San Ok. She dreams of becoming independent from her family and especially from her mother. Jin Ae falls in love with Hoon Jae and marries him. Meanwhile, what awaits for Jin Ae is her new mother-in-law. While experiencing difficult times with her mother-in-law, Jin Ae begins to understand her mother San Ok for the first time. ",8,836,14513900,1,0,0,0,1,1.0,5.0,4915,2,3,0,0,1,45.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
877,Ugly Miss Young Ae Season 14,막돼먹은 영애씨 시즌14,"['Comedy', 'Drama']",tvN,['Han Sang Jae'],"['Baek Sun Woo', 'Myung Soo Hyun', 'Choi Bo Rim', 'Han Sul Hee']","['Lee Seung Joon', 'Park Sun Ho', 'Kim Hyun Sook']",2015,"Monday, Tuesday",22,164,2015-08-10,2015-10-20,"This drama revolves around Young Ae and the prejudiced portrayal of chubby women and the stress they get from their superiors, colleagues and work. ",8,866,20990200,0,1,0,0,1,3.0,6.0,7096,2,1,0,0,0,27.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,Yong Pal,용팔이,"['Action', 'Romance', 'Drama', 'Medical']",SBS,['Oh Jin Suk'],['Jang Hyuk Rin'],"['Kim Tae Hee', 'Chae Jung An', 'Joo Won', 'Jo Hyun Jae']",2015,"Wednesday, Thursday",18,217,2015-08-05,2015-10-01,"Kim Tae Hyeon is a talented surgeon. Desperate for money to pay his sister's medical bills, he adopts the code name Yong Pal and offers his medical skills to those in need of medical attention but who cannot do so publicly, dealing with gangsters and corrupt plutocrats. It is while making such a house call that Tae Hyeon rescues ""sleeping beauty"" Han Yeo Jin, a chaebol heiress, from a medically induced coma, leading to unintended consequences.",8,818,63849400,1,0,0,0,1,6.0,3.0,21549,2,2,0,0,2,20.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
879,Mrs. Cop,미세스 캅,"['Action', 'Mystery']",SBS,"['Ahn Gil Ho', 'Yoo In Shik']",['Hwang Joo Ha'],"['Kim Hee Ae', 'Lee Da Hee', 'Son Ho Jun', 'Kim Min Jong']",2015,"Monday, Tuesday",18,217,2015-08-03,2015-09-29,"Choi Yeong Jin is a female detective squad chief. She also raises her daughter Ha Eun. At work, she deals with brutal crimes with her senior detective Park Jong Ho and squad members Min Do Yeong, Han Jin Woo, Jo Jae Deok and Lee Se Won. ",8,856,80875500,1,0,0,0,1,10.0,3.0,27277,2,2,0,0,2,30.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
880,Webtoon Hero - Tundra Show,웹툰히어로-툰드라쇼,['Family'],MBC every1,,,"['Park Jeong Hwa', 'Park Eun Seok', 'Kim Jung Seok', 'Jung Il Hoon', 'Go Hyun', 'Lee Chul Woo']",2015,Monday,12,125,2015-07-27,2015-10-19,The drama follows the story of a father and three brothers. ~~ Based on the webtoon of the same name by popular writer Kian84.,7,766,57181500,0,1,0,0,1,1.0,1.0,19240,5,1,0,1,2,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
881,Last,라스트,"['Action', 'Thriller', 'Crime']",jTBC,"['Jo Nam Gook', 'Kim Sang Ho']",['Han Ji Hoon'],"['Yoon Kye Sang', 'Lee Bum Soo']",2015,"Friday, Saturday",16,236,2015-07-24,2015-09-12,"Fund manager Jang Tae Ho is a cocky but skilled stock manipulator, who is used to getting things done his way. But when he fails at a scheme worth 35 billion won, his life is in danger as a notorious moneylender, Mr. Jung, hunts him down for losing his 7 billion won. Broke and in hiding, Tae Ho joins the hungry and homeless on the streets around Seoul Station, dreaming of returning to his normal life, until he unexpectedly discovers its 10 billion Korean Won underground economy. The pecking order among the homeless at Seoul Station is stacked like a pyramid. All the money collected from begging to selling personal identities and organs flows up the 7 levels of ringleaders to “Number One”, Kwak Heung Sam, who reigns at the top. Tae-ho decides to take down each level’s ringleader and conquer the hierarchy at Seoul Station with wit, fists, and guts. Will he be able to recover the 10 billion won and return to normal life again?(Source: JTBC)",7,824,1646159600,0,1,0,0,1,8.0,4.0,553331,2,0,0,0,0,16.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
882,Assembly,어셈블리,"['Law', 'Drama', 'Political']",KBS2,['Hwang In Hyuk'],['Jung Hyun Min'],"['Jang Hyun Sung', 'Song Yoon Ah', 'Jung Jae Young', 'Park Young Gyu']",2015,"Wednesday, Thursday",20,186,2015-07-15,2015-09-17,"Jin Sang Pil is a welder at a shipyard, but when he and his fellow workers get laid off, he fights for their reinstatement as the spokesman for the labor union. To his surprise, this leads to him becoming a newly elected member of the National Assembly. But because of his idealism and naiveté, Sang Pil finds it difficult to navigate the corridors of politics. Enter whip-smart aide Choi In Gyeong, who shows him the ropes and together they work to accomplish real change within the government.",7,830,1060800,1,0,0,0,1,4.0,2.0,355,3,1,0,1,0,34.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
883,The Scholar Who Walks the Night,밤을 걷는 선비,"['Historical', 'Mystery', 'Romance', 'Fantasy']",MBC,['Lee Sung Joon'],['Jang Hyun Joo'],"['Kim So Eun', 'Lee Yoo Bi', 'Lee Joon Gi', 'Lee Soo Hyuk', 'Shim Chang Min']",2015,"Wednesday, Thursday",20,180,2015-07-08,2015-09-10,"In Joseon Dynasty, immaculately dressed in scholarly robes, the young nobleman Kim Sung Yeol lives as a vampire to keep his promise to his friends. When Sung Yeol still was a human, he found out about the vampire Gwi who sits above the King deciding the next royal line and has resurrected as a vampire trying to fight against Gwi. And now, he is living as a guardian vampire fighting against the evil vampire without losing his human nature.(Source: MBC)~~ Adapted from the manhwa ""The Scholar Who Walks the Night"" (밤을 걷는 선비) by writer Jo Joo Hee (조주희) and artist Han Seung Hee (한승희).",7,822,42960500,1,0,0,0,1,2.0,1.0,14363,3,2,0,0,1,17.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
884,I Order You,당신을 주문합니다,"['Food', 'Comedy', 'Romance', 'Melodrama']",SBS Plus,['Ahn Gil Ho'],['Oh Bo Hyun'],"['Kim Ga Eun', 'U-Know']",2015,"Monday, Tuesday, Wednesday, Thursday",16,75,2015-07-06,2015-07-30,"Yeo Gook Dae is a talented chef who is cheeky and charismatic but heartbroken in the past because of his divorce. His emotional pain is hidden behind his brash attitude and enthusiasm for cooking. His heart later on gets healed when he begins to fall in love again. 28-year-old Park Song Ah is idling at home after quitting her job. She goes to a homemade dosirak (lunchbox) shop at her brother's request and meets three attractive men there. The pretty and delicious food that they make touch her, and she gets her heart stolen by one of them. A cute funny story about a couple who bicker constantly but their relationship gradually blossoms into pure innocent love.",7,842,210332200,0,1,0,0,1,10.0,4.0,70275,1,1,0,0,1,21.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
885,Late Night Restaurant,심야식당,"['Food', 'Life', 'Drama']",SBS,['Hwang In Roe'],,['Kim Seung Woo'],2015,Saturday,20,90,2015-07-04,2015-09-05,A late night restaurant opens at midnight and closes at 7am. The owner and chef of the restaurant makes whatever his customers ask for.,7,822,18274900,1,0,0,0,1,1.0,1.0,6102,1,0,0,0,0,26.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
886,Oh My Ghost,오 나의 귀신님,"['Thriller', 'Comedy', 'Romance', 'Supernatural']",tvN,['Yoo Je Won'],['Yang Hee Seung'],"['Im Joo Hwan', 'Kim Seul Gi', 'Jo Jung Suk', 'Park Bo Young']",2015,"Friday, Saturday",16,225,2015-07-03,2015-08-22,"Bong Sun, a timid young woman, is possessed by the ghost of a lustful virgin. She has zero self-confidence, and because of her extreme shyness, she doesn’t have any close friends. At the restaurant where she works as an assistant, she’s not particularly good at anything, and mostly just gets yelled at a lot. Her grandmother was a shaman so from a young age she’s been able to occasionally see ghosts, though it’s not until she meets the lascivious ghost that she gets possessed totally.Sun Woo is a conceited star chef who’s overflowing with confidence in his food and his skills. Bong Sun harbours a secret crush on him, though he doesn't take much notice of her for two reasons: because he’s always surrounded by women and because he’s hung up on an old flame. But then one day, Bong Sun starts acting differently, shedding her mousy personality, and ends up constantly on Sun Woo’s mind.",7,830,136267800,0,1,0,0,1,8.0,5.0,45483,2,2,1,0,0,19.0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
887,Yoo Mi's Room,유미의 방,"['Comedy', 'Romance', 'Drama', 'Sitcom']",O'live,,['Choi Woo Joo'],"['Lee Yi Kyung', 'Son Dam Bi']",2015,Tuesday,12,125,2015-06-30,2015-09-15,"The coming-of-age sitcom depicts the struggles and adventures by a single lady, Yoo Mi, who tries to find her own happiness and what she really loves. ",6,820,276647600,0,1,0,0,1,1.0,3.0,92247,1,1,0,0,1,34.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
888,The Time We Were Not in Love,너를 사랑한 시간,"['Comedy', 'Romance', 'Youth']",SBS,['Jo Soo Won'],"['Jung Do Yoon', 'Lee Ha Na']","['Ha Ji Won', 'Lee Jin Wook', 'Yoon Kyun Sang', 'Choo Soo Hyun']",2015,"Saturday, Sunday",16,240,2015-06-27,2015-08-16,"Choi Won is ""the perfect guy"" - good-looking, tall and fit with an amicable personality. Although he is very popular with women, he can't have a proper relationship because of his friend, Oh Ha Na. A romantic comedy about a man and a woman who have been best friends for 20 years (7000 days). They turn 34 and make a pact to be married before 35, and race each other to the altar while “helping” weed out potential suitors. They find that they're constantly dissatisfied with each other’s boyfriends and girlfriends, because they've really been in love all this time.",6,810,36108400,1,0,0,0,1,6.0,3.0,12028,2,2,0,0,0,16.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
889,My Mother Is a Daughter-In-Law,어머님은 내 며느리,"['Comedy', 'Drama', 'Melodrama']",SBS,['Ko Heung Sik'],['Lee Geun Young'],"['Shim Yi Young', 'Kim Hye Ri']",2015,"Monday, Wednesday, Thursday, Friday, Tuesday",136,18,2015-06-22,2015-12-31,"Gyeong Sook married a wealthy older man when she was 19 years old. Her mother-in-law, who gave her a hard time, died, and her husband passed away a couple of years ago. She only depends on her son Jeong Soo who is a doctor. Her son Jeong Soo brings his girlfriend, Hyeon Joo. Kyeong Sook disapproves of Hyeon Joo because of her poor family background.Nevertheless, Jeong Soo and Hyeon Joo marry. Kyeong Sook gives Hyeon Joo a hard time. Then, Jeong Soo dies in a car accident. Kyeong Sook and Hyeon Joo are no longer family. Kyeong Sook and Hyeon Joo eventually both marry again. Through a twist of fate, Kyeong Sook becomes Hyeon Joo's daughter-in-law.(Source: AsianWiki)",6,856,4467600,1,0,0,0,1,3.0,3.0,1486,0,2,0,0,0,30.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,Hello Monster,너를 기억해,"['Thriller', 'Mystery', 'Psychological', 'Drama']",KBS2,"['Kim Jin Won', 'No Sang Hoon']",['Kwon Ki Young'],"['Jang Na Ra', 'Choi Won Young', 'Seo In Guk', 'Park Bo Gum']",2015,"Monday, Tuesday",16,262,2015-06-22,2015-08-11,"Genius profiler Lee Hyun, returns home to Korea after something from a case he’s been sent triggers a memory he thought he’d lost forever. Unbeknownst to him, one of his team members, Detective Cha Ji An, has been investigating him for some time. She is aware that his father was murdered and his brother disappeared under mysterious circumstances involving a criminal named Lee Joon Young -- whom they both want found and incarcerated. Each seeks to unravel the other, unaware that they’ve been drawn into a dangerous game of cat and mouse by a master player and that both truth and evil are closer and far more twisted than they think.(Source: Wikipedia)",6,686,22550500,1,0,0,0,1,4.0,3.0,7499,3,1,0,0,2,24.0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
891,My Beautiful Bride,아름다운 나의 신부,"['Action', 'Mystery', 'Romance', 'Crime']",OCN,"['Kim Chul Gyu', 'Kim Sang Woo']",['Yoo Sung Yeol'],"['Lee Si Young', 'Kim Mu Yeol', 'Go Sung Hee', 'Park Hae Joon', 'Ryu Seung Soo']",2015,"Saturday, Sunday",16,225,2015-06-20,2015-08-09,"Kim Do Hyung, who works as a bank executive and comes from a well-to-do family, has been dating his girlfriend, Yoon Joo Young, for the past two years. He asks her to marry him, but Joo Young is tormented by his proposal and is terrified that Do Hyung will find out about her checkered past. After Joo Young makes up her mind to accept the marriage proposal, she suddenly disappears without a trace. When Do Hyung files a missing-person report with the police, officer Cha Yoon Mi is surprised to learn that Joo Young is someone she knows from her past but can’t offer much help to Do Hyung. When Do Hyung undertakes the search for Joo Young on his own, he is drawn into the shadowy underground world of gangsters and loan sharks. When Song Hak Soo, the leader of an underground crime syndicate who was recently released from prison, suddenly shows up dead, Do Hyung inexplicably becomes the prime suspect in the murders of Hak Soo and Joo Young, although she is still missing. With Yoon Mi and her partner, Park Hyung Shik, hot on his heels, can Do Hyung find Joo Young and clear his own name?(Source: Viki)",6,838,27608700,0,1,0,0,1,8.0,2.0,9175,3,2,1,0,0,23.0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
892,Hidden Identity,신분을 숨겨라,"['Mystery', 'Drama']",tvN,['Kim Jung Min'],['Kang Hyun Sung'],"['Park Sung Woong', 'Kim Bum', 'Lee Won Jong', 'Yoon So Yi']",2015,"Monday, Tuesday",16,225,2015-06-16,2015-08-04,"The story of the investigative team Number 5 specially organized to actively combat crime through stake outs, wiretapping, communications monitoring, and deep-cover infiltration. A secret police unit that bends the limits of the law in order to fight crime, the new department comes in addition to the existing departments for criminal investigations, special investigations, criminal affairs, and white collar crime. ",6,832,40920500,0,1,0,0,1,10.0,2.0,13581,3,1,0,0,0,35.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,Great First Wives,위대한 조강지처,"['Drama', 'Family', 'Melodrama']",MBC,"['Kim Heung Dong', 'Kim Sung Wook']",['Hwang Soon Young'],"['Lee Jong Won', 'Kim Ji Young', 'Ahn Jae Mo', 'Kang Sung Yun', 'Hwang Woo Seul Hye', 'Hwang Dong Joo']",2015,"Monday, Tuesday, Wednesday, Thursday, Friday",121,20,2015-06-15,2015-12-04,"Three women who shared a terrible secret twenty years ago during school years are reunited after they find themselves living in the same apartment complex. They now lead different lives but share the same problem with their husbands who are cheaters. Now, these three housewives, all betrayed by their husbands, bond together to revenge. Through the characters' proactive approach in trying to resolve their marital problems, this show will give the female viewers a cathartic relief.(Source: MBC)",6,832,5261400,1,0,0,0,1,4.0,2.0,1746,3,3,0,1,1,25.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
894,The Return of Hwang Geum Bok!,돌아온 황금복,"['Drama', 'Family', 'Melodrama']",SBS,['Yoon Ryu Hae'],['Ma Joo Hee'],"['Kim Jin Woo', 'Lee Elijah', 'Shin Da Eun', 'Jung Eun Woo']",2015,"Monday, Tuesday, Wednesday, Thursday, Friday",125,19,2015-06-08,2015-12-11,"A mother lives her whole life loyally in the lowest of places for the daughter of hers who is embarassed about her mother. But one day, her mother disappears. The daughter has no mother to hug, to complain to or see. Then there's the authority who is hiding the truth about this accident... ",6,852,26464700,1,0,0,0,1,4.0,3.0,8760,2,2,1,0,0,18.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
